source_portal,source_url,slug,name,brand,currency,price_low_eur,price_high_eur,overall_rating,power,control,ball_output,maneuverability,sweet_spot,total,feel_es,shape_es,weight_raw
padelzoom,https://padelzoom.es/bullpadel-xplo-2025-martin-di-nenno/,bullpadel-xplo-2025-martin-di-nenno,Bullpadel XPLO 2025 Martin Di Nenno,Bullpadel,EUR,142.8,309.99,8.7,9.5,9.0,8.0,8.0,9.0,8.7,Medio-Duro,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-xplo-comfort-2025/,bullpadel-xplo-comfort-2025,Bullpadel XPLO Comfort 2025,Bullpadel,EUR,119.9,227.99,8.5,8.0,8.5,9.0,8.0,9.0,8.5,Medio-Blando,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/head-extreme-motion-ltd-2024/,head-extreme-motion-ltd-2024,Head Extreme Motion LTD 2024,Head,EUR,169.9,169.9,8.5,8.5,9.5,8.0,8.5,8.0,8.5,Medio-Duro,Diamante,360 gramos
padelzoom,https://padelzoom.es/head-extreme-pro-ltd-2024/,head-extreme-pro-ltd-2024,Head Extreme Pro LTD 2024,Head,EUR,123.5,240.0,8.7,10.0,9.5,8.0,8.0,8.0,8.7,Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/head-gravity-motion-2024/,head-gravity-motion-2024,Head Gravity Motion 2024,Head,EUR,125.5,160.0,8.3,7.0,8.0,9.0,9.0,8.5,8.3,Medio-Blando,Redonda,355 gramos
padelzoom,https://padelzoom.es/head-gravity-pro-2024/,head-gravity-pro-2024,Head Gravity Pro 2024,Head,EUR,148.9,189.95,8.4,7.5,9.5,8.0,8.5,8.5,8.4,Medio,Redonda,365 gramos
padelzoom,https://padelzoom.es/head-gravity-team-2024/,head-gravity-team-2024,Head Gravity Team 2024,Head,EUR,109.9,144.0,8.1,6.5,8.0,9.0,8.5,8.5,8.1,Medio-Blando,Redonda,360 gramos
padelzoom,https://padelzoom.es/head-gravity-team-light-2024/,head-gravity-team-light-2024,Head Gravity Team Light 2024,Head,EUR,127.9,127.9,8.1,5.5,8.0,9.0,9.5,8.5,8.1,Medio-Blando,Redonda,340 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-attack-12k-alum-2025/,nox-at10-genius-attack-12k-alum-2025,Nox AT10 Genius Attack 12K Alum 2025,Nox,EUR,147.95,237.49,8.5,10.0,9.0,7.5,8.0,8.0,8.5,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-attack-18k-alum-2025/,nox-at10-genius-attack-18k-alum-2025,Nox AT10 Genius Attack 18K Alum 2025,Nox,EUR,172.0,225.94,8.6,9.5,9.0,8.5,8.0,8.0,8.6,Medio,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-equation-advanced-2025/,nox-equation-advanced-2025,Nox Equation Advanced 2025,Nox,EUR,98.95,99.95,7.8,6.5,8.0,8.5,8.0,8.0,7.8,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/nox-equation-light-woman-2025/,nox-equation-light-woman-2025,Nox Equation Light Woman 2025,Nox,EUR,99.95,99.99,7.9,6.0,8.0,8.5,9.0,8.0,7.9,Medio-Blando,Redonda,350-365 gramos
padelzoom,https://padelzoom.es/nox-la10-quantum-12k-2025-leo-augsburger/,nox-la10-quantum-12k-2025-leo-augsburger,Nox LA10 Quantum 12K 2025 Leo Augsburger,Nox,EUR,159.95,339.99,8.3,9.5,8.5,8.0,8.0,7.5,8.3,Medio,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/nox-ml10-quantum-3k-2025-miguel-lamperti/,nox-ml10-quantum-3k-2025-miguel-lamperti,Nox ML10 Quantum 3K 2025 Miguel Lamperti,Nox,EUR,139.99,229.9,8.5,8.0,9.0,8.5,8.5,8.5,8.5,Medio,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/nox-vk10-quantum-3k-2025-aranzazu-osoro/,nox-vk10-quantum-3k-2025-aranzazu-osoro,Nox VK10 Quantum 3K 2025 Aranzazu Osoro,Nox,EUR,158.9,259.95,8.5,7.5,9.0,8.5,9.0,8.5,8.5,Medio,Redonda,350-365 gramos
padelzoom,https://padelzoom.es/siux-ultra-pro-2024/,siux-ultra-pro-2024,Siux Ultra Pro 2024,Siux,EUR,119.95,267.73,8.5,8.0,8.5,9.0,8.5,8.5,8.5,Medio,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/star-vie-aquila-pro-2025/,star-vie-aquila-pro-2025,Star Vie Aquila Pro 2025,Star Vie,EUR,124.8,159.85,8.4,9.0,8.5,8.0,8.0,8.5,8.4,Medio-Duro,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-astrum-pro-2025/,star-vie-astrum-pro-2025,Star Vie Astrum Pro 2025,Star Vie,EUR,139.9,203.12,8.6,8.5,8.5,8.5,8.0,9.5,8.6,Medio,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-astrum-soft-2025/,star-vie-astrum-soft-2025,Star Vie Astrum Soft 2025,Star Vie,EUR,139.9,254.99,8.5,7.5,8.0,9.5,8.0,9.5,8.5,Medio-Blando,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-drax-soft-2025/,star-vie-drax-soft-2025,Star Vie Drax Soft 2025,Star Vie,EUR,158.95,197.9,8.5,8.0,8.5,9.5,8.0,8.5,8.5,Medio-Blando,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-kenta-colours-pro-ltd-2024/,star-vie-kenta-colours-pro-ltd-2024,Star Vie Kenta Colours Pro LTD 2024,Star Vie,EUR,139.95,139.95,8.6,8.0,9.5,8.0,8.5,9.0,8.6,Duro,Redonda,350-380 gramos
padelzoom,https://padelzoom.es/star-vie-kenta-colours-soft-ltd-2024/,star-vie-kenta-colours-soft-ltd-2024,Star Vie Kenta Colours Soft LTD 2024,Star Vie,EUR,139.95,205.0,8.5,7.5,9.0,8.5,8.5,9.0,8.5,Medio-Duro,Redonda,350-380 gramos
padelzoom,https://padelzoom.es/star-vie-kenta-pro-2025/,star-vie-kenta-pro-2025,Star Vie Kenta Pro 2025,Star Vie,EUR,159.95,222.9,8.7,8.0,9.5,8.0,9.0,9.0,8.7,Duro,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-kenta-soft-2025/,star-vie-kenta-soft-2025,Star Vie Kenta Soft 2025,Star Vie,EUR,159.95,222.9,8.6,7.5,9.0,8.5,9.0,9.0,8.6,Medio-Duro,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-metheora-pro-touch-2025/,star-vie-metheora-pro-touch-2025,Star Vie Metheora Pro Touch 2025,Star Vie,EUR,148.95,187.15,8.5,7.5,9.0,8.5,8.0,9.5,8.5,Medio-Blando,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-raptor-pro-touch-2025/,star-vie-raptor-pro-touch-2025,Star Vie Raptor Pro Touch 2025,Star Vie,EUR,138.5,191.51,8.5,8.0,8.5,9.0,8.0,9.0,8.5,Medio,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-raptor-soft-2025/,star-vie-raptor-soft-2025,Star Vie Raptor Soft 2025,Star Vie,EUR,138.5,191.51,8.4,7.0,8.5,9.5,8.0,9.0,8.4,Medio-Blando,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-titania-lite-2025/,star-vie-titania-lite-2025,Star Vie Titania Lite 2025,Star Vie,EUR,118.9,139.9,8.3,7.0,7.5,10.0,8.0,9.0,8.3,Blando,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-titania-pro-2025/,star-vie-titania-pro-2025,Star Vie Titania Pro 2025,Star Vie,EUR,118.9,139.9,8.3,8.0,8.5,8.0,8.0,9.0,8.3,Medio-Duro,Redonda,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-triton-pro-2025/,star-vie-triton-pro-2025,Star Vie Triton Pro 2025,Star Vie,EUR,174.9,207.46,8.4,10.0,9.5,7.0,7.5,8.0,8.4,Duro,Diamante,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-triton-pro-touch-2025/,star-vie-triton-pro-touch-2025,Star Vie Triton Pro Touch 2025,Star Vie,EUR,174.9,227.95,8.4,9.5,9.5,7.5,7.5,8.0,8.4,Duro,Diamante,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-triton-soft-2025/,star-vie-triton-soft-2025,Star Vie Triton Soft 2025,Star Vie,EUR,154.9,207.46,8.3,9.0,9.0,8.0,7.5,8.0,8.3,Medio-Duro,Diamante,350-385 gramos
padelzoom,https://padelzoom.es/wilson-blade-pro-v3/,wilson-blade-pro-v3,Wilson Blade Pro V3,Wilson,EUR,169.95,235.0,8.6,8.5,9.0,8.0,8.5,9.0,8.6,Medio-Duro,Lágrima,365 gramos
padelzoom,https://padelzoom.es/wilson-blade-ls-v3/,wilson-blade-ls-v3,Wilson Blade LS V3,Wilson,EUR,154.95,161.33,8.3,6.5,7.5,9.5,9.0,9.0,8.3,Medio-Blando,Lágrima,355 gramos
padelzoom,https://padelzoom.es/wilson-blade-v3/,wilson-blade-v3,Wilson Blade V3,Wilson,EUR,149.95,201.67,8.3,7.5,8.0,8.5,8.5,9.0,8.3,Medio,Lágrima,365 gramos
padelzoom,https://padelzoom.es/nox-at10-pro-cup-comfort-2025/,nox-at10-pro-cup-comfort-2025,Nox AT10 Pro Cup Comfort 2025,Nox,EUR,129.9,142.95,8.0,7.5,7.5,9.0,8.0,8.0,8.0,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-at10-pro-cup-hard-2025/,nox-at10-pro-cup-hard-2025,Nox AT10 Pro Cup Hard 2025,Nox,EUR,114.9,145.95,8.0,8.0,9.0,7.0,8.0,8.0,8.0,Medio-Duro,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-12k-2025/,nox-at10-genius-12k-2025,Nox AT10 Genius 12K 2025,Nox,EUR,158.95,274.95,8.7,9.0,8.5,7.5,9.5,9.0,8.7,Medio-Duro,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-hybrid/,puma-nova-elite-hybrid,Puma Nova Elite Hybrid,Puma,EUR,115.0,115.0,8.3,8.0,8.5,7.5,8.5,9.0,8.3,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/nox-tl10-quantum-12k-2025-tino-libaak/,nox-tl10-quantum-12k-2025-tino-libaak,Nox TL10 Quantum 12K  2025 Tino Libaak,Nox,EUR,139.95,339.99,8.5,8.5,9.5,8.0,8.5,8.0,8.5,Medio,Lágrima,355-365 gramos
padelzoom,https://padelzoom.es/star-vie-drax-pro-touch-2025/,star-vie-drax-pro-touch-2025,Star Vie Drax Pro Touch 2025,Star Vie,EUR,179.9,197.9,8.5,8.5,8.5,9.0,8.0,8.5,8.5,Medio,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-brava-pro-2025/,star-vie-brava-pro-2025,Star Vie Brava Pro 2025,Star Vie,EUR,137.9,198.3,8.4,8.5,8.5,8.5,8.0,8.5,8.4,Medio,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/siux-pegasus-revolution-2-2024/,siux-pegasus-revolution-2-2024,Siux Pegasus Revolution 2 2024,Siux,EUR,159.9,249.9,8.6,9.0,9.5,7.5,8.5,8.5,8.6,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/star-vie-aquila-soft-2025/,star-vie-aquila-soft-2025,Star Vie Aquila Soft 2025,Star Vie,EUR,124.8,155.23,8.3,8.0,8.0,9.0,8.0,8.5,8.3,Medio,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-18k-alum-2025-agustin-tapia/,nox-at10-genius-18k-alum-2025-agustin-tapia,Nox AT10 Genius 18K Alum 2025 Agusti­n Tapia,Nox,EUR,189.95,299.95,8.7,8.0,8.5,8.5,9.5,9.0,8.7,Medio,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/puma-nova-pro-hybrid/,puma-nova-pro-hybrid,Puma Nova Pro Hybrid,Puma,EUR,74.0,74.0,8.1,7.0,7.5,8.5,8.5,9.0,8.1,Medio-Blando,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/star-vie-brava-soft-2025/,star-vie-brava-soft-2025,Star Vie Brava Soft 2025,Star Vie,EUR,137.9,198.3,8.4,8.0,8.0,9.5,8.0,8.5,8.4,Medio-Blando,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/star-vie-basalto-pro-2025/,star-vie-basalto-pro-2025,Star Vie Basalto Pro 2025,Star Vie,EUR,179.9,224.95,8.6,9.5,9.0,7.5,8.0,9.0,8.6,Duro,Lágrima,350-385 gramos
padelzoom,https://padelzoom.es/bullpadel-neuron-2025-fede-chingotto/,bullpadel-neuron-2025-fede-chingotto,Bullpadel Neuron 2025 Fede Chingotto,Bullpadel,EUR,168.9,289.99,8.6,8.0,9.5,8.0,8.5,9.0,8.6,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/head-speed-motion-ltd-2024/,head-speed-motion-ltd-2024,Head Speed Motion LTD 2024,Head,EUR,174.9,174.9,8.5,7.5,8.5,9.0,9.0,8.5,8.5,Medio,Lágrima,360 gramos
padelzoom,https://padelzoom.es/bullpadel-elite-woman-2025-gemma-triay/,bullpadel-elite-woman-2025-gemma-triay,Bullpadel Elite Woman 2025 Gemma Triay,Bullpadel,EUR,169.0,272.99,8.5,8.0,8.0,9.5,8.5,8.5,8.5,Medio-Blando,Lágrima,350-360 gramos
padelzoom,https://padelzoom.es/nox-at10-genius-12k-2024/,nox-at10-genius-12k-2024,Nox AT10 Genius 12K 2024,Nox,EUR,159.95,179.99,8.7,9.0,8.5,7.5,9.5,9.0,8.7,Medio-Duro,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/kombat-arenal-2025/,kombat-arenal-2025,Kombat Arenal 2025,Kombat,EUR,184.9,185.0,7.8,8.0,8.0,7.5,8.0,7.5,7.8,Medio,Diamante,355 gramos
padelzoom,https://padelzoom.es/kombat-etna-2025/,kombat-etna-2025,Kombat Etna 2025,Kombat,EUR,184.9,185.0,7.9,9.5,8.5,6.5,7.5,7.5,7.9,Duro,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/kombat-teide-2025/,kombat-teide-2025,Kombat Teide 2025,Kombat,EUR,184.9,185.0,7.8,8.5,8.0,7.5,7.5,7.5,7.8,Medio,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/kombat-vesubio-2025/,kombat-vesubio-2025,Kombat Vesubio 2025,Kombat,EUR,184.9,185.0,7.6,7.5,7.5,8.0,7.5,7.5,7.6,Medio-Blando,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/kombat-osorno-2025/,kombat-osorno-2025,Kombat Osorno 2025,Kombat,EUR,184.9,185.0,7.8,7.0,8.0,8.0,8.0,8.0,7.8,Medio-Blando,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/kombat-fuji-2025/,kombat-fuji-2025,Kombat Fuji 2025,Kombat,EUR,184.9,185.0,7.7,6.5,8.5,7.5,8.0,8.0,7.7,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/kombat-galeras-2025/,kombat-galeras-2025,Kombat Galeras 2025,Kombat,EUR,184.9,185.0,7.9,7.5,9.0,6.5,8.5,8.0,7.9,Duro,Lágrima,355 gramos
padelzoom,https://padelzoom.es/kombat-krakatoa-2025/,kombat-krakatoa-2025,Kombat Krakatoa 2025,Kombat,EUR,184.9,185.0,7.7,6.5,8.5,7.5,8.0,8.0,7.7,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/adidas-adipower-carbon-ctrl-3-4-2025/,adidas-adipower-carbon-ctrl-3-4-2025,Adidas Adipower Carbon CTRL 3.4 2025,Adidas,EUR,159.0,269.95,8.4,7.0,9.0,8.0,9.0,9.0,8.4,Medio-Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-adipower-carbon-light-3-4-2025/,adidas-adipower-carbon-light-3-4-2025,Adidas Adipower Carbon Light 3.4 2025,Adidas,EUR,174.5,269.95,8.4,6.5,9.0,8.0,9.5,9.0,8.4,Medio-Duro,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/adidas-adipower-multiweight-ctrl-3-4-2025-alex-ruiz/,adidas-adipower-multiweight-ctrl-3-4-2025-alex-ruiz,Adidas Adipower Multiweight CTRL 3.4 2025 - Alex Ruiz,Adidas,EUR,195.0,399.95,8.7,8.5,9.0,8.5,8.5,9.0,8.7,Medio-Duro,Redonda,355-365 gramos (0+9)
padelzoom,https://padelzoom.es/adidas-cross-it-3-4-2025/,adidas-cross-it-3-4-2025,Adidas Cross It 3.4 2025,Adidas,EUR,194.9,349.0,8.6,9.5,9.0,8.0,8.5,8.0,8.6,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-carbon-ctrl-3-4-2025/,adidas-cross-it-carbon-ctrl-3-4-2025,Adidas Cross It Carbon CTRL 3.4 2025,Adidas,EUR,149.9,279.95,8.3,7.0,8.0,9.0,9.0,8.5,8.3,Medio,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-ctrl-3-4-2025/,adidas-cross-it-ctrl-3-4-2025,Adidas Cross It CTRL 3.4 2025,Adidas,EUR,194.9,349.9,8.6,7.5,9.0,8.5,9.0,9.0,8.6,Medio-Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-light-3-4-2025-martita-ortega/,adidas-cross-it-light-3-4-2025-martita-ortega,Adidas Cross It Light 3.4 2025 - Martita Ortega,Adidas,EUR,265.95,300.0,8.5,6.0,8.5,9.5,9.5,9.0,8.5,Medio,Redonda,346-360 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-team-3-4-2025/,adidas-cross-it-team-3-4-2025,Adidas Cross It Team 3.4 2025,Adidas,EUR,107.9,179.95,7.5,7.5,7.0,8.0,7.5,7.5,7.5,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-team-light-3-4-2025/,adidas-cross-it-team-light-3-4-2025,Adidas Cross It Team Light 3.4 2025,Adidas,EUR,159.9,179.95,7.7,7.0,7.0,8.0,9.0,7.5,7.7,Medio-Blando,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/adidas-drive-black-3-4-2025/,adidas-drive-black-3-4-2025,Adidas Drive Black 3.4 2025,Adidas,EUR,51.95,79.95,6.0,6.0,6.0,5.5,7.0,5.5,6.0,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-drive-grey-3-4-2025/,adidas-drive-grey-3-4-2025,Adidas Drive Grey 3.4 2025,Adidas,EUR,51.95,80.0,6.0,6.0,6.0,5.5,7.0,5.5,6.0,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-drive-light-3-4-2025/,adidas-drive-light-3-4-2025,Adidas Drive Light 3.4 2025,Adidas,EUR,79.9,80.0,6.0,5.5,6.0,5.5,7.5,5.5,6.0,Medio-Blando,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/adidas-match-black-3-4-2025/,adidas-match-black-3-4-2025,Adidas Match Black 3.4 2025,Adidas,EUR,63.95,75.0,6.0,6.0,6.5,5.5,7.0,5.0,6.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-match-blue-3-4-2025/,adidas-match-blue-3-4-2025,Adidas Match Blue 3.4 2025,Adidas,EUR,49.95,75.0,6.0,6.0,6.5,5.5,7.0,5.0,6.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-match-light-3-4-2025/,adidas-match-light-3-4-2025,Adidas Match Light 3.4 2025,Adidas,EUR,72.9,75.0,6.0,6.0,6.5,5.5,7.0,5.0,6.0,Medio-Blando,Diamante,345-360 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-3-4-hrd-2025/,adidas-metalbone-3-4-hrd-2025,Adidas Metalbone 3.4 HRD+ 2025,Adidas,EUR,389.9,329.9,8.7,10.0,9.5,8.0,8.0,8.0,8.7,Medio-Duro,Diamante,345-360 gramos (+0-1
padelzoom,https://padelzoom.es/adidas-metalbone-carbon-3-4-2025/,adidas-metalbone-carbon-3-4-2025,Adidas Metalbone Carbon 3.4 2025,Adidas,EUR,204.9,259.95,8.4,8.5,8.0,9.5,8.0,8.0,8.4,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-carbon-ctrl-3-4-2025/,adidas-metalbone-carbon-ctrl-3-4-2025,Adidas Metalbone Carbon CTRL 3.4 2025,Adidas,EUR,204.9,259.95,8.5,7.0,8.5,9.5,9.0,8.5,8.5,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-ctrl-3-4-2025/,adidas-metalbone-ctrl-3-4-2025,Adidas Metalbone CTRL 3.4 2025,Adidas,EUR,389.9,329.9,8.6,8.0,8.5,9.5,8.0,9.0,8.6,Medio,Redonda,345-360 gramos (+0-1
padelzoom,https://padelzoom.es/adidas-metalbone-team-3-4-2025/,adidas-metalbone-team-3-4-2025,Adidas Metalbone Team 3.4 2025,Adidas,EUR,199.9,199.95,8.1,8.0,8.0,8.5,8.0,8.0,8.1,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-team-light-3-4-2025/,adidas-metalbone-team-light-3-4-2025,Adidas Metalbone Team Light 3.4 2025,Adidas,EUR,179.95,199.9,8.2,7.0,8.5,8.5,8.5,8.5,8.2,Medio-Blando,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/babolat-air-veron-2025/,babolat-air-veron-2025,Babolat Air Veron 2025,Babolat,EUR,149.9,198.35,8.2,8.5,8.0,8.5,8.5,7.5,8.2,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/babolat-air-viper-2025/,babolat-air-viper-2025,Babolat Air Viper 2025,Babolat,EUR,229.95,259.85,8.6,9.5,8.5,9.0,8.5,7.5,8.6,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/babolat-counter-veron-2025/,babolat-counter-veron-2025,Babolat Counter Veron 2025,Babolat,EUR,160.0,219.95,8.5,7.5,9.0,8.5,8.5,9.0,8.5,Medio,Redonda,365-375 gramos
padelzoom,https://padelzoom.es/babolat-counter-viper-2025/,babolat-counter-viper-2025,Babolat Counter Viper 2025,Babolat,EUR,255.95,287.95,8.6,8.0,10.0,7.5,8.5,9.0,8.6,Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-veron-2025/,babolat-technical-veron-2025,Babolat Technical Veron 2025,Babolat,EUR,138.9,198.35,8.4,9.0,8.5,8.5,7.5,8.5,8.4,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-veron-juan-lebron-2025/,babolat-technical-veron-juan-lebron-2025,Babolat Technical Veron Juan Lebron 2025,Babolat,EUR,179.95,259.9,8.4,9.0,8.5,8.5,7.5,8.5,8.4,Medio,Diamante,355-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-vertuo-juan-lebron-2025/,babolat-technical-vertuo-juan-lebron-2025,Babolat Technical Vertuo Juan Lebron 2025,Babolat,EUR,129.95,199.9,8.1,8.0,7.5,9.0,7.5,8.5,8.1,Medio-Blando,Diamante,345-365 gramos
padelzoom,https://padelzoom.es/babolat-technical-viper-juan-lebron-2025/,babolat-technical-viper-juan-lebron-2025,Babolat Technical Viper Juan Lebron 2025,Babolat,EUR,338.49,342.0,8.7,10.0,9.5,8.0,7.5,8.5,8.7,Duro,Diamante,355-375 gramos
padelzoom,https://padelzoom.es/head-speed-team-2025/,head-speed-team-2025,Head Speed Team 2025,Head,EUR,119.9,180.0,8.2,7.0,8.0,9.5,8.5,8.0,8.2,Medio-Blando,Lágrima,365 gramos
padelzoom,https://padelzoom.es/adidas-rx-light-2025/,adidas-rx-light-2025,Adidas RX Light 2025,Adidas,EUR,119.9,119.95,7.1,6.5,7.0,7.5,7.5,7.0,7.1,Medio-Blando,Lágrima,345-360 gramos
padelzoom,https://padelzoom.es/head-speed-one-2025/,head-speed-one-2025,Head Speed One 2025,Head,EUR,154.9,252.0,8.6,8.5,9.0,7.5,10.0,8.0,8.6,Medio-Duro,Lágrima,345 gramos
padelzoom,https://padelzoom.es/adidas-rx-lime-2025/,adidas-rx-lime-2025,Adidas RX Lime 2025,Adidas,EUR,118.9,119.9,7.1,7.0,7.0,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/adidas-rx-red-2025/,adidas-rx-red-2025,Adidas RX Red 2025,Adidas,EUR,69.9,119.9,7.1,7.0,7.0,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/head-speed-evo-2025/,head-speed-evo-2025,Head Speed EVO 2025,Head,EUR,64.9,81.0,6.5,5.5,7.0,7.0,6.5,6.5,6.5,Medio-Blando,Lágrima,350 gramos
padelzoom,https://padelzoom.es/head-speed-motion-2025/,head-speed-motion-2025,Head Speed Motion 2025,Head,EUR,149.9,216.0,8.5,7.5,8.5,9.0,9.0,8.5,8.5,Medio,Lágrima,355 gramos
padelzoom,https://padelzoom.es/head-speed-pro-2025/,head-speed-pro-2025,Head Speed Pro 2025,Head,EUR,179.9,252.0,8.6,8.5,8.5,9.0,8.5,8.5,8.6,Medio,Lágrima,370 gramos
padelzoom,https://padelzoom.es/head-speed-one-x-2025/,head-speed-one-x-2025,Head Speed One X 2025,Head,EUR,169.9,270.0,8.5,9.0,9.0,7.5,9.0,8.0,8.5,Medio-Duro,Lágrima,365 gramos
padelzoom,https://padelzoom.es/bullpadel-ionic-light-2025/,bullpadel-ionic-light-2025,Bullpadel Ionic Light 2025,Bullpadel,EUR,119.5,149.99,8.1,6.0,8.0,9.0,9.0,8.5,8.1,Medio-Blando,Redonda,350-360 gramos
padelzoom,https://padelzoom.es/babolat-air-vertuo-2025/,babolat-air-vertuo-2025,Babolat Air Vertuo 2025,Babolat,EUR,125.0,179.9,7.9,7.5,7.0,9.0,8.5,7.5,7.9,Medio-Blando,Diamante,335-355 gramos
padelzoom,https://padelzoom.es/babolat-counter-vertuo-2025/,babolat-counter-vertuo-2025,Babolat Counter Vertuo 2025,Babolat,EUR,124.95,179.9,8.2,6.5,8.0,9.0,8.5,9.0,8.2,Medio-Blando,Redonda,340-360 gramos
padelzoom,https://padelzoom.es/babolat-technical-vertuo-2025/,babolat-technical-vertuo-2025,Babolat Technical Vertuo 2025,Babolat,EUR,114.9,179.9,8.1,8.0,7.5,9.0,7.5,8.5,8.1,Medio-Blando,Diamante,345-355 gramos
padelzoom,https://padelzoom.es/black-crown-piton-13-2025/,black-crown-piton-13-2025,Black Crown Piton 13 2025,Black Crown,EUR,141.95,195.9,8.3,7.5,8.5,8.5,8.5,8.5,8.3,Medio,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/bullpadel-bp10-evo-2025/,bullpadel-bp10-evo-2025,Bullpadel BP10 EVO 2025,Bullpadel,EUR,76.9,119.99,7.4,6.5,7.5,7.5,7.5,8.0,7.4,Medio-Blando,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/bullpadel-flow-light-2025/,bullpadel-flow-light-2025,Bullpadel Flow Light 2025,Bullpadel,EUR,87.49,124.99,7.5,5.0,7.5,8.5,9.0,7.5,7.5,Medio-Blando,Redonda,350-360 gramos
padelzoom,https://padelzoom.es/bullpadel-indiga-ctr-2025/,bullpadel-indiga-ctr-2025,Bullpadel Indiga CTR 2025,Bullpadel,EUR,71.9,79.99,7.1,6.0,7.5,8.0,7.0,7.0,7.1,Medio-Blando,Redonda,360-370 gramos
