source_portal,source_url,slug,name,brand,currency,price_low_eur,price_high_eur,overall_rating,power,control,ball_output,maneuverability,sweet_spot,total,feel_es,shape_es,weight_raw
padelzoom,https://padelzoom.es/adidas-cross-it-ctrl-2024/,adidas-cross-it-ctrl-2024,Adidas Cross It CTRL 2024,Adidas,EUR,297.95,210.0,8.6,7.5,9.0,8.5,9.0,9.0,8.6,Medio-Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-cross-it-light-2024/,adidas-cross-it-light-2024,Adidas Cross It Light 2024,Adidas,EUR,265.95,299.9,8.5,6.5,8.5,9.0,9.5,9.0,8.5,Medio-Duro,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/adidas-drive-3-3-blue-2024/,adidas-drive-3-3-blue-2024,Adidas Drive 3.3 Blue 2024,Adidas,EUR,76.9,60.0,6.0,6.0,6.0,5.5,7.0,5.5,6.0,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-drive-light-3-3-2024/,adidas-drive-light-3-3-2024,Adidas Drive Light 3.3 2024,Adidas,EUR,79.9,79.9,6.0,5.5,6.0,5.5,7.5,5.5,6.0,Medio-Blando,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/adidas-match-3-3-black-lime-2024/,adidas-match-3-3-black-lime-2024,Adidas Match 3.3 Black/Lime 2024,Adidas,EUR,49.95,,6.0,6.0,6.5,5.5,7.0,5.0,6.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-match-3-3-black-red-2024/,adidas-match-3-3-black-red-2024,Adidas Match 3.3 Black/Red 2024,Adidas,EUR,49.95,,6.0,6.0,6.5,5.5,7.0,5.0,6.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-match-light-3-3-2024/,adidas-match-light-3-3-2024,Adidas Match Light 3.3 2024,Adidas,EUR,49.95,55.0,5.9,5.0,6.5,5.5,7.5,5.0,5.9,Medio-Blando,Diamante,345-360 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-3-3-2024/,adidas-metalbone-3-3-2024,Adidas Metalbone 3.3 2024,Adidas,EUR,199.95,219.0,8.6,8.5,8.5,9.5,8.5,8.0,8.6,Medio,Diamante,345-360 gramos (0+12
padelzoom,https://padelzoom.es/adidas-metalbone-carbon-3-3-2024/,adidas-metalbone-carbon-3-3-2024,Adidas Metalbone Carbon 3.3 2024,Adidas,EUR,139.95,149.95,8.4,8.0,8.0,9.5,8.5,8.0,8.4,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-carbon-ctrl-2024/,adidas-metalbone-carbon-ctrl-2024,Adidas Metalbone Carbon CTRL 2024,Adidas,EUR,169.95,149.95,8.5,6.5,8.5,9.5,9.5,8.5,8.5,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-ctrl-3-3-2024/,adidas-metalbone-ctrl-3-3-2024,Adidas Metalbone CTRL 3.3 2024,Adidas,EUR,189.9,215.0,8.6,7.5,8.5,9.5,8.5,9.0,8.6,Medio,Redonda,345-360 gramos (0+12
padelzoom,https://padelzoom.es/adidas-metalbone-team-2024/,adidas-metalbone-team-2024,Adidas Metalbone Team 2024,Adidas,EUR,119.0,129.0,8.1,7.5,8.0,8.5,8.5,8.0,8.1,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-team-light-2024/,adidas-metalbone-team-light-2024,Adidas Metalbone Team Light 2024,Adidas,EUR,109.9,140.0,8.2,6.5,8.5,8.5,9.0,8.5,8.2,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-veron-juan-lebron-2024/,babolat-technical-veron-juan-lebron-2024,Babolat Technical Veron Juan Lebron 2024,Babolat,EUR,179.95,199.8,8.4,9.0,8.5,8.5,7.5,8.5,8.4,Medio,Diamante,355-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-vertuo-juan-lebron-2024/,babolat-technical-vertuo-juan-lebron-2024,Babolat Technical Vertuo Juan Lebron 2024,Babolat,EUR,129.95,180.0,8.1,8.0,7.5,9.0,7.5,8.5,8.1,Medio-Blando,Diamante,345-365 gramos
padelzoom,https://padelzoom.es/head-radical-elite-2024/,head-radical-elite-2024,Head Radical Elite 2024,Head,EUR,97.8,146.28,8.5,7.0,9.5,8.5,8.5,9.0,8.5,Medio-Duro,Lágrima,365 gramos
padelzoom,https://padelzoom.es/head-radical-motion-2024/,head-radical-motion-2024,Head Radical Motion 2024,Head,EUR,115.0,176.08,8.5,7.5,9.0,8.0,9.0,9.0,8.5,Duro,Lágrima,355 gramos
padelzoom,https://padelzoom.es/head-radical-pro-2024/,head-radical-pro-2024,Head Radical Pro 2024,Head,EUR,135.99,209.0,8.6,8.0,9.5,8.0,8.5,9.0,8.6,Duro,Lágrima,370 gramos
padelzoom,https://padelzoom.es/adidas-rx-series-lime-2024/,adidas-rx-series-lime-2024,Adidas RX Series Lime 2024,Adidas,EUR,64.95,85.0,7.1,7.0,7.0,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/adidas-rx-series-red-2024/,adidas-rx-series-red-2024,Adidas RX Series RED 2024,Adidas,EUR,64.95,85.0,7.1,7.0,7.0,7.5,7.0,7.0,7.1,Medio-Blando,Lágrima,360-375 gramos
padelzoom,https://padelzoom.es/wilson-carbon-force-lt/,wilson-carbon-force-lt,Wilson Carbon Force LT,Wilson,EUR,129.07,159.9,8.2,7.5,8.5,8.0,9.0,8.0,8.2,Medio,Lágrima,355 gramos
padelzoom,https://padelzoom.es/wilson-accent/,wilson-accent,Wilson Accent,Wilson,EUR,159.0,155.0,8.1,7.0,8.0,8.5,8.5,8.5,8.1,Medio-Blando,Lágrima,360 gramos
padelzoom,https://padelzoom.es/wilson-carbon-force/,wilson-carbon-force,Wilson Carbon Force,Wilson,EUR,104.87,144.91,8.0,7.0,8.0,8.5,8.0,8.5,8.0,Medio-Blando,Lágrima,365 gramos
padelzoom,https://padelzoom.es/wilson-accent-lt/,wilson-accent-lt,Wilson Accent LT,Wilson,EUR,185.53,185.53,8.3,7.5,8.5,8.0,9.5,8.0,8.3,Medio,Lágrima,350 gramos
padelzoom,https://padelzoom.es/nox-at-luxury-attack-18k-2024/,nox-at-luxury-attack-18k-2024,Nox AT10 Luxury Attack 18K 2024,Nox,EUR,149.95,159.95,8.6,9.5,9.0,8.5,8.0,8.0,8.6,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/siux-electra-go-st3/,siux-electra-go-st3,Siux Electra GO ST3,Siux,EUR,99.9,109.9,8.1,7.5,8.0,8.5,8.0,8.5,8.1,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/siux-electra-lite-st3/,siux-electra-lite-st3,Siux Electra Lite ST3,Siux,EUR,127.9,139.0,8.4,8.5,8.5,8.5,9.0,7.5,8.4,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/drop-shot-explorer-pro-attack-2024/,drop-shot-explorer-pro-attack-2024,Drop Shot Explorer Pro Attack 2024,Drop Shot,EUR,119.5,149.95,8.6,7.5,9.5,8.5,8.5,9.0,8.6,Medio-Duro,Redonda,365-385 gramos
padelzoom,https://padelzoom.es/siux-fenix-pro-4/,siux-fenix-pro-4,Siux Fenix Pro 4,Siux,EUR,143.95,248.0,8.3,9.5,9.0,7.5,7.5,8.0,8.3,Medio-Duro,Diamante,355-375 gramos
padelzoom,https://padelzoom.es/siux-fenix-go-4/,siux-fenix-go-4,Siux Fenix Go 4,Siux,EUR,99.95,99.95,8.0,7.5,8.5,8.0,8.0,8.0,8.0,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/drop-shot-axion-attack-2024/,drop-shot-axion-attack-2024,Drop Shot Axion Attack 2024,Drop Shot,EUR,106.95,195.0,7.9,7.5,8.0,8.0,8.0,8.0,7.9,Medio-Duro,Lágrima,365-385 gramos
padelzoom,https://padelzoom.es/kombat-black-18k/,kombat-black-18k,Kombat Black 18K,Kombat,EUR,99.0,,8.0,8.5,8.5,7.5,8.0,7.5,8.0,Medio,Diamante,350-380 gramos
padelzoom,https://padelzoom.es/wilson-bela-pro-v2/,wilson-bela-pro-v2,Wilson Bela Pro V2,Wilson,EUR,264.95,169.9,8.7,9.0,9.0,8.0,8.5,9.0,8.7,Medio-Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-hrd-3-2-2023/,adidas-metalbone-hrd-3-2-2023,Adidas Metalbone HRD 3.2 2023,Adidas,EUR,389.9,379.0,8.7,9.5,9.5,8.0,8.5,8.0,8.7,Medio-Duro,Diamante,345-360 gramos (+0-1
padelzoom,https://padelzoom.es/bullpadel-vertex-03-2023/,bullpadel-vertex-03-2023,Bullpadel Vertex 03 2023,Bullpadel,EUR,169.9,239.9,8.7,9.0,9.0,9.0,8.0,8.5,8.7,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-viper-juan-lebron-2023/,babolat-technical-viper-juan-lebron-2023,Babolat Technical Viper Juan Lebron 2023,Babolat,EUR,338.49,338.49,8.7,10.0,9.5,8.0,7.5,8.5,8.7,Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/babolat-air-viper-2024/,babolat-air-viper-2024,Babolat Air Viper 2024,Babolat,EUR,179.95,194.0,8.6,9.5,8.5,9.0,8.5,7.5,8.6,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/babolat-counter-viper-2024/,babolat-counter-viper-2024,Babolat Counter Viper 2024,Babolat,EUR,179.95,184.95,8.6,8.0,10.0,7.5,8.5,9.0,8.6,Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-veron-2024/,babolat-technical-veron-2024,Babolat Technical Veron 2024,Babolat,EUR,114.9,144.0,8.4,9.0,8.5,8.5,7.5,8.5,8.4,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/babolat-technical-viper-2024/,babolat-technical-viper-2024,Babolat Technical Viper 2024,Babolat,EUR,149.95,199.0,8.7,10.0,9.0,8.5,7.5,8.5,8.7,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/black-crown-piton-air-12k-2024/,black-crown-piton-air-12k-2024,Black Crown Piton Air 12K 2024,Black Crown,EUR,129.95,154.0,8.3,7.5,8.5,8.5,8.5,8.5,8.3,Medio,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-piton-premium-2024/,black-crown-piton-premium-2024,Black Crown Piton Premium 2024,Black Crown,EUR,153.95,174.9,8.5,8.5,9.0,8.0,8.5,8.5,8.5,Medio-Duro,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-ctr-2024/,puma-nova-elite-ctr-2024,Puma Nova Elite CTR 2024,Puma,EUR,164.95,,8.0,7.0,8.5,8.0,8.0,8.5,8.0,Medio,Redonda,350-370 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-momo-2024/,puma-nova-elite-momo-2024,Puma Nova Elite Momo 2024,Puma,EUR,129.9,240.0,8.6,8.0,9.5,8.0,8.5,9.0,8.6,Medio-Duro,Redonda,365-375 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-pwr-2024/,puma-nova-elite-pwr-2024,Puma Nova Elite PWR 2024,Puma,EUR,176.0,,7.6,8.0,8.0,8.0,7.0,7.0,7.6,Medio,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/puma-nova-pro-ctr-2024/,puma-nova-pro-ctr-2024,Puma Nova Pro CTR 2024,Puma,EUR,120.0,,7.6,6.5,8.0,7.5,8.0,8.0,7.6,Medio,Redonda,350-370 gramos
padelzoom,https://padelzoom.es/puma-nova-smash-2024/,puma-nova-smash-2024,Puma Nova Smash 2024,Puma,EUR,56.0,,5.8,6.0,6.0,6.5,5.0,5.5,5.8,Medio-Blando,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/siux-diablo-revolution-sanyo-pro-3/,siux-diablo-revolution-sanyo-pro-3,Siux Diablo Revolution Sanyo Pro 3,Siux,EUR,158.9,180.0,8.6,8.0,8.5,9.5,8.5,8.5,8.6,Medio,Lágrima,365-380 gramos
padelzoom,https://padelzoom.es/siux-spyder-lite-3/,siux-spyder-lite-3,Siux Spyder Lite 3,Siux,EUR,119.95,167.93,8.1,9.5,8.5,7.0,7.5,8.0,8.1,Medio-Duro,Diamante,355-375 gramos
padelzoom,https://padelzoom.es/siux-spyder-lite-ctrl-3/,siux-spyder-lite-ctrl-3,Siux Spyder Lite CTRL 3,Siux,EUR,118.95,164.0,8.5,8.0,10.0,7.0,8.5,9.0,8.5,Medio-Duro,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/siux-trilogy-4-lite-air/,siux-trilogy-4-lite-air,Siux Trilogy 4 Lite Air,Siux,EUR,114.95,133.0,8.4,6.5,8.5,9.0,9.0,9.0,8.4,Medio-Blando,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/siux-trilogy-4-pro/,siux-trilogy-4-pro,Siux Trilogy 4 Pro,Siux,EUR,124.95,175.0,8.5,7.5,9.0,8.0,9.0,9.0,8.5,Medio,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/siux-trilogy-go-4/,siux-trilogy-go-4,Siux Trilogy GO 4,Siux,EUR,89.95,,8.1,7.0,8.5,8.0,8.5,8.5,8.1,Medio,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-hybrid-2024/,puma-nova-elite-hybrid-2024,Puma Nova Elite Hybrid 2024,Puma,EUR,164.95,,7.7,7.5,8.0,8.0,7.5,7.5,7.7,Medio,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/puma-nova-pro-hybrid-2024/,puma-nova-pro-hybrid-2024,Puma Nova Pro Hybrid 2024,Puma,EUR,120.0,,7.2,7.5,7.0,7.5,7.0,7.0,7.2,Medio,Lágrima,350-375 gramos
padelzoom,https://padelzoom.es/puma-nova-court-woman-2024/,puma-nova-court-woman-2024,Puma Nova Court Woman 2024,Puma,EUR,72.0,,5.9,5.5,6.0,6.5,5.5,6.0,5.9,Medio-Blando,Lágrima,350-360 gramos
padelzoom,https://padelzoom.es/puma-nova-court-2024/,puma-nova-court-2024,Puma Nova Court 2024,Puma,EUR,72.0,,6.0,6.0,5.5,6.5,6.0,6.0,6.0,Medio-Blando,Lágrima,350-370 gramos
padelzoom,https://padelzoom.es/siux-diablo-go-3/,siux-diablo-go-3,Siux Diablo GO 3,Siux,EUR,99.95,114.0,8.2,7.5,9.0,8.0,8.0,8.5,8.2,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/bullpadel-hack-02-prf-2024/,bullpadel-hack-02-prf-2024,Bullpadel Hack 02 PRF 2024,Bullpadel,EUR,79.95,79.95,7.7,6.0,7.5,9.0,8.5,7.5,7.7,Medio-Blando,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/bullpadel-indiga-control-2024/,bullpadel-indiga-control-2024,Bullpadel Indiga Control 2024,Bullpadel,EUR,71.9,63.99,7.1,6.0,7.5,8.0,7.0,7.0,7.1,Medio-Blando,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/enebe-spitfire-12k-2024/,enebe-spitfire-12k-2024,Enebe Spitfire 12K 2024,Enebe,EUR,129.95,137.91,8.3,8.0,8.5,8.5,8.0,8.5,8.3,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/enebe-supra-3k-2024/,enebe-supra-3k-2024,Enebe Genius Red 2026,Enebe,EUR,216.95,,8.4,7.5,8.5,8.5,9.0,8.5,8.4,Medio,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/kuikma-pr-control-carbon-2024/,kuikma-pr-control-carbon-2024,Kuikma PR Control Carbon 2024,Kuikma,EUR,,,8.3,7.5,8.5,7.5,9.0,9.0,8.3,Medio-Duro,Redonda,370 gramos (+- 5 gra
padelzoom,https://padelzoom.es/kuikma-pr-power-carbon-2024/,kuikma-pr-power-carbon-2024,Kuikma PR Power Carbon 2024,Kuikma,EUR,,,8.1,9.0,8.5,7.5,8.0,7.5,8.1,Medio-Duro,Diamante,370 gramos (+- 5 gra
padelzoom,https://padelzoom.es/kuikma-pr-react-2024/,kuikma-pr-react-2024,Kuikma PR React 2024,Kuikma,EUR,,,6.8,7.0,7.0,6.5,7.0,6.5,6.8,Medio-Blando,Lágrima,360 gramos (+- 7 gra
padelzoom,https://padelzoom.es/kuikma-pr-hybrid-carbon-2024/,kuikma-pr-hybrid-carbon-2024,Kuikma PR Hybrid Carbon 2024,Kuikma,EUR,,,8.2,8.5,8.5,7.5,8.0,8.5,8.2,Medio-Duro,Lágrima,370 gramos (+- 5 gra
padelzoom,https://padelzoom.es/kuikma-pr190-naranja/,kuikma-pr190-naranja,Kuikma PR190 Naranja,Kuikma,EUR,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Medio-Blando,Lágrima,320 gramos
padelzoom,https://padelzoom.es/kuikma-pr190-verde/,kuikma-pr190-verde,Kuikma PR190 Verde,Kuikma,EUR,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Medio-Blando,Lágrima,320 gramos
padelzoom,https://padelzoom.es/kuikma-pr510/,kuikma-pr510,Kuikma PR510,Kuikma,EUR,,,5.3,5.0,5.5,5.0,5.5,5.5,5.3,Medio-Blando,Redonda,360 gramos
padelzoom,https://padelzoom.es/kuikma-pr-react-soft-2024/,kuikma-pr-react-soft-2024,Kuikma PR React Soft 2024,Kuikma,EUR,,,6.7,6.0,7.0,6.5,7.5,6.5,6.7,Medio-Blando,Lágrima,342 gramos(+- 7 gram
padelzoom,https://padelzoom.es/bullpadel-flow-light-2024/,bullpadel-flow-light-2024,Bullpadel Flow Light 2024,Bullpadel,EUR,69.9,69.9,7.5,5.0,7.5,8.5,9.0,7.5,7.5,Medio-Blando,Redonda,350-360 gramos
padelzoom,https://padelzoom.es/bullpadel-ionic-control-2024/,bullpadel-ionic-control-2024,Bullpadel Ionic Control 2024,Bullpadel,EUR,118.9,99.95,8.1,6.5,8.0,9.0,8.5,8.5,8.1,Medio-Blando,Redonda,365-375 gramos
padelzoom,https://padelzoom.es/enebe-mustang-12k-2024/,enebe-mustang-12k-2024,Enebe Mustang 12K 2024,Enebe,EUR,114.95,154.95,8.4,8.5,8.0,8.5,8.5,8.5,8.4,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/bullpadel-indiga-power-2024/,bullpadel-indiga-power-2024,Bullpadel Indiga Power 2024,Bullpadel,EUR,71.9,64.95,6.9,7.0,7.0,8.0,6.0,6.5,6.9,Medio-Blando,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/bullpadel-bp10-evo-2024/,bullpadel-bp10-evo-2024,Bullpadel BP10 EVO 2024,Bullpadel,EUR,62.9,59.95,7.4,6.5,7.5,7.5,7.5,8.0,7.4,Medio-Blando,Redonda,360-370 gramos
padelzoom,https://padelzoom.es/bullpadel-k2-power-2024/,bullpadel-k2-power-2024,Bullpadel K2 Power 2024,Bullpadel,EUR,59.9,59.9,7.1,8.0,7.0,8.0,6.0,6.5,7.1,Medio-Blando,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/kuikma-comfort-2024/,kuikma-comfort-2024,Kuikma Comfort 2024,Kuikma,EUR,,,6.4,5.5,6.5,6.0,7.0,7.0,6.4,Medio-Blando,Redonda,350 gramos (+- 7 gra
padelzoom,https://padelzoom.es/bullpadel-ionic-light-2024/,bullpadel-ionic-light-2024,Bullpadel Ionic Light 2024,Bullpadel,EUR,89.95,89.95,8.1,6.0,8.0,9.0,9.0,8.5,8.1,Medio-Blando,Redonda,350-360 gramos
padelzoom,https://padelzoom.es/babolat-air-veron-2024/,babolat-air-veron-2024,Babolat Air Veron 2024,Babolat,EUR,134.9,141.53,8.2,8.5,8.0,8.5,8.5,7.5,8.2,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/babolat-counter-veron-2024/,babolat-counter-veron-2024,Babolat Counter Veron 2024,Babolat,EUR,134.9,134.9,8.5,7.5,9.0,8.5,8.5,9.0,8.5,Medio,Redonda,365-375 gramos
padelzoom,https://padelzoom.es/black-crown-piton-12-2024/,black-crown-piton-12-2024,Black Crown Piton 12 2024,Black Crown,EUR,148.99,137.95,8.3,8.0,9.0,8.0,8.0,8.5,8.3,Medio,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/black-crown-piton-12k-silver-2024/,black-crown-piton-12k-silver-2024,Black Crown Piton 12K Silver 2024,Black Crown,EUR,114.9,149.5,8.3,7.5,8.0,9.5,8.0,8.5,8.3,Medio-Blando,Redonda,355-370 gramos
padelzoom,https://padelzoom.es/kombat-xifos-2024/,kombat-xifos-2024,Kombat Xifos 2024,Kombat,EUR,,,8.1,9.5,9.0,7.5,7.5,7.0,8.1,Medio-Duro,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/lok-be-flow-2024/,lok-be-flow-2024,Lok Be Flow 2024,Lok,EUR,49.5,65.9,7.1,5.5,6.0,9.0,7.5,7.5,7.1,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-be-hype-2024/,lok-be-hype-2024,Lok Be Hype 2024,Lok,EUR,49.5,69.95,7.0,6.5,6.0,9.0,7.0,6.5,7.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/lok-carb-on-flow-2024/,lok-carb-on-flow-2024,Lok Carb-on Flow 2024,Lok,EUR,79.95,188.03,8.4,7.5,8.5,8.5,8.5,9.0,8.4,Medio,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-carb-on-hype-2024/,lok-carb-on-hype-2024,Lok Carb-on Hype 2024,Lok,EUR,92.95,188.0,8.3,9.0,8.5,8.5,7.5,8.0,8.3,Medio,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/lok-easy-flow-2024/,lok-easy-flow-2024,Lok Easy Flow 2024,Lok,EUR,75.5,106.69,8.2,7.0,7.5,9.0,8.5,9.0,8.2,Medio-Blando,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-easy-hype-2024/,lok-easy-hype-2024,Lok Easy Hype 2024,Lok,EUR,75.5,99.29,8.0,8.0,7.5,9.0,7.5,8.0,8.0,Medio-Blando,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/lok-maxx-flow-2024/,lok-maxx-flow-2024,Lok Maxx Flow 2024,Lok,EUR,109.95,225.65,8.5,8.5,9.0,7.5,8.5,9.0,8.5,Medio-Duro,Redonda,360-375 gramos
padelzoom,https://padelzoom.es/lok-maxx-hype-2024/,lok-maxx-hype-2024,Lok Maxx Hype 2024,Lok,EUR,123.95,239.85,8.3,9.5,9.0,7.5,7.5,8.0,8.3,Medio-Duro,Diamante,360-375 gramos
padelzoom,https://padelzoom.es/puma-nova-elite-victoria-2024/,puma-nova-elite-victoria-2024,Puma Nova Elite Victoria 2024,Puma,EUR,268.95,,8.2,9.0,8.5,8.0,7.5,8.0,8.2,Medio-Duro,Diamante,350-370 gramos
padelzoom,https://padelzoom.es/wilson-bela-elite-v2-5-2024/,wilson-bela-elite-v2-5-2024,Wilson Bela Elite V2.5 2024,Wilson,EUR,195.0,185.53,8.6,8.0,9.0,8.5,8.5,9.0,8.6,Medio,Diamante,365 gramos
padelzoom,https://padelzoom.es/wilson-bela-lt-v2-5-2024/,wilson-bela-lt-v2-5-2024,Wilson Bela LT V2.5 2024,Wilson,EUR,149.95,217.8,8.6,7.5,9.0,8.5,9.0,9.0,8.6,Medio,Diamante,355 gramos
padelzoom,https://padelzoom.es/wilson-bela-pro-v2-5-2024/,wilson-bela-pro-v2-5-2024,Wilson Bela Pro V2.5 2024,Wilson,EUR,178.95,274.0,8.7,9.0,9.0,8.0,8.5,9.0,8.7,Medio-Duro,Diamante,370 gramos
padelzoom,https://padelzoom.es/oxdog-hyper-pro-2-0-2024/,oxdog-hyper-pro-2-0-2024,Oxdog Hyper Pro 2.0 2024,Oxdog,EUR,299.9,299.9,8.4,8.5,8.5,8.0,8.0,9.0,8.4,Medio-Duro,Lágrima,365 gramos
padelzoom,https://padelzoom.es/black-crown-piton-attack-15k-power-2024/,black-crown-piton-attack-15k-power-2024,Black Crown Piton Attack 15K Power 2024,Black Crown,EUR,149.9,175.0,8.4,8.5,8.5,9.0,8.0,8.0,8.4,Medio,Lágrima,355-370 gramos
padelzoom,https://padelzoom.es/adidas-metalbone-hrd-2024/,adidas-metalbone-hrd-2024,Adidas Metalbone HRD+ 2024,Adidas,EUR,389.9,379.0,8.7,9.5,9.5,8.0,8.5,8.0,8.7,Medio-Duro,Diamante,345-360 gramos (0+12
padelzoom,https://padelzoom.es/siux-electra-pro-st3/,siux-electra-pro-st3,Siux Electra PRO ST3,Siux,EUR,239.0,239.0,8.6,9.0,9.5,8.0,8.5,8.0,8.6,Medio-Duro,Lágrima,355-375 gramos
padelzoom,https://padelzoom.es/alkemia-tenebris-2024/,alkemia-tenebris-2024,Alkemia Tenebris 2024,Alkemia,EUR,189.99,189.99,8.6,9.5,9.0,7.5,8.5,8.5,8.6,Medio-Duro,Lágrima,345-375 gramos
padelzoom,https://padelzoom.es/kombat-black-mkiii-2024/,kombat-black-mkiii-2024,Kombat Black MKIII 2024,Kombat,EUR,125.0,,7.7,8.0,8.0,8.0,7.5,7.0,7.7,Medio,Diamante,360-370 gramos
padelzoom,https://padelzoom.es/adidas-adipower-control-multiweight-pro-edt-2024-alex-ruiz/,adidas-adipower-control-multiweight-pro-edt-2024-alex-ruiz,Adidas Adipower Control Multiweight Pro EDT 2024 Alex Ruiz,Adidas,EUR,212.95,350.0,8.5,6.0,8.5,9.5,9.5,9.0,8.5,Medio,Redonda,345-360 gramos
padelzoom,https://padelzoom.es/alkemia-terra-2024/,alkemia-terra-2024,Alkemia Terra 2024,Alkemia,EUR,179.99,,8.6,9.0,10.0,7.0,8.5,8.5,8.6,Medio-Duro,Redonda,350-370 gramos
padelzoom,https://padelzoom.es/bullpadel-flow-woman-2025-ale-salazar/,bullpadel-flow-woman-2025-ale-salazar,Bullpadel Flow Woman 2025 Ale Salazar,Bullpadel,EUR,146.29,244.99,8.3,7.5,8.0,9.5,8.5,8.0,8.3,Medio-Blando,Diamante,350-360 gramos
padelzoom,https://padelzoom.es/bullpadel-hack-04-2025-paquito-navarro/,bullpadel-hack-04-2025-paquito-navarro,Bullpadel Hack 04 2025 Paquito Navarro,Bullpadel,EUR,153.9,299.99,8.7,10.0,9.0,8.0,8.5,8.0,8.7,Medio-Duro,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-hack-04-hybrid-2025/,bullpadel-hack-04-hybrid-2025,Bullpadel Hack 04 Hybrid 2025,Bullpadel,EUR,159.9,299.99,8.5,8.5,9.0,8.0,8.5,8.5,8.5,Medio-Duro,Lágrima,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-vertex-04-2025-juan-tello/,bullpadel-vertex-04-2025-juan-tello,Bullpadel Vertex 04 2025 Juan Tello,Bullpadel,EUR,169.9,309.99,8.7,8.5,9.0,8.5,8.5,9.0,8.7,Medio,Diamante,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-vertex-04-hybrid-2025/,bullpadel-vertex-04-hybrid-2025,Bullpadel Vertex 04 Hybrid 2025,Bullpadel,EUR,149.95,309.99,8.6,8.0,9.0,8.5,8.5,9.0,8.6,Medio,Lágrima,365-375 gramos
padelzoom,https://padelzoom.es/bullpadel-vertex-04-woman-2025-delfi-brea/,bullpadel-vertex-04-woman-2025-delfi-brea,Bullpadel Vertex 04 Woman 2025 Delfi Brea,Bullpadel,EUR,164.9,244.99,8.3,7.5,7.5,9.5,8.5,8.5,8.3,Medio-Blando,Diamante,365-375 gramos
