source_portal,source_url,slug,name,brand,description,published_at,overall_rating,power,control,rebound,maneuverability,sweet_spot
padelful,https://www.padelful.com/en/rackets/black-crown-piton-furia-2023,black-crown-piton-furia-2023,Black Crown Piton Furia 2023,Black Crown,,2023-08-06T19:22:24.586Z,8.2,7.1,7.8,9.5,7.9,8.5
padelful,https://www.padelful.com/en/rackets/black-crown-piton-nakano-15k-2021,black-crown-piton-nakano-15k-2021,Black Crown Piton Nakano 15K 2021,Black Crown,,2021-07-31T21:07:36.472Z,8.4,8.0,8.6,8.3,8.2,8.8
padelful,https://www.padelful.com/en/rackets/black-crown-piton-premium-2024,black-crown-piton-premium-2024,Black Crown Piton Premium 2024,Black Crown,,2024-02-17T21:14:55.982Z,8.6,8.7,9.2,8.0,8.6,8.5
padelful,https://www.padelful.com/en/rackets/black-crown-piton-white-2026,black-crown-piton-white-2026,Black Crown Piton White 2026,Black Crown,,2025-12-08T12:54:21.625Z,8.3,8.0,8.4,8.0,8.6,8.6
padelful,https://www.padelful.com/en/rackets/black-crown-piton-white-soft-2026,black-crown-piton-white-soft-2026,Black Crown Piton White Soft 2026,Black Crown,,2025-12-08T12:58:22.961Z,8.3,7.1,8.6,8.8,8.4,8.4
padelful,https://www.padelful.com/en/rackets/black-crown-snake-2022,black-crown-snake-2022,Black Crown Snake 2022,Black Crown,,2022-08-05T20:13:55.310Z,7.6,6.9,7.9,7.1,8.1,8.1
padelful,https://www.padelful.com/en/rackets/black-crown-special-16k-2023,black-crown-special-16k-2023,Black Crown Special 16K 2023,Black Crown,,2023-08-06T20:12:26.093Z,8.4,9.1,8.4,8.7,7.6,8.1
padelful,https://www.padelful.com/en/rackets/black-crown-special-2022,black-crown-special-2022,Black Crown Special 2022,Black Crown,,2022-08-04T18:13:48.512Z,8.3,8.5,8.4,9.2,7.4,8.0
padelful,https://www.padelful.com/en/rackets/black-crown-special-elite-2026,black-crown-special-elite-2026,Black Crown Special Elite 2026,Black Crown,,2026-02-12T22:31:27.338Z,8.3,8.1,8.0,9.0,7.9,8.3
padelful,https://www.padelful.com/en/rackets/black-crown-special-invictus-2025,black-crown-special-invictus-2025,Black Crown Special Invictus 2025,Black Crown,,2025-05-19T19:05:13.613Z,8.0,7.7,8.0,7.9,8.1,8.4
padelful,https://www.padelful.com/en/rackets/black-crown-special-magic-2025,black-crown-special-magic-2025,Black Crown Special Magic 2025,Black Crown,,2025-05-19T16:37:10.783Z,8.3,8.1,8.3,8.4,8.2,8.5
padelful,https://www.padelful.com/en/rackets/black-crown-special-max-2026,black-crown-special-max-2026,Black Crown Special Max 2026,Black Crown,,2026-02-12T22:53:44.242Z,8.5,9.0,8.6,8.6,7.9,8.6
padelful,https://www.padelful.com/en/rackets/black-crown-special-power-2022,black-crown-special-power-2022,Black Crown Special Power 2022,Black Crown,,2022-08-04T19:36:50.792Z,8.2,9.0,8.6,8.1,7.4,7.8
padelful,https://www.padelful.com/en/rackets/black-crown-special-soft-2023,black-crown-special-soft-2023,Black Crown Special Soft 2023,Black Crown,,2023-08-07T14:42:23.929Z,8.3,8.6,8.6,8.9,7.7,7.9
padelful,https://www.padelful.com/en/rackets/black-crown-win-carbon-2025,black-crown-win-carbon-2025,Black Crown Win Carbon 2025,Black Crown,,2025-05-20T11:55:41.615Z,7.1,6.4,7.5,7.4,7.0,7.1
padelful,https://www.padelful.com/en/rackets/black-crown-win-ultralight-2025,black-crown-win-ultralight-2025,Black Crown Win Ultralight 2025,Black Crown,,2025-05-19T16:50:51.354Z,7.1,5.4,7.0,8.9,7.1,6.9
padelful,https://www.padelful.com/en/rackets/bullpadel-axym-db-2023,bullpadel-axym-db-2023,Bullpadel Axym DB 2023,Bullpadel,,2023-07-31T20:24:27.921Z,7.9,7.1,7.6,9.0,7.7,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-bp10-evo-2022,bullpadel-bp10-evo-2022,Bullpadel BP10 EVO 2022,Bullpadel,,2022-08-04T18:58:55.833Z,7.3,6.6,7.3,7.2,7.5,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-bp10-evo-2023,bullpadel-bp10-evo-2023,Bullpadel BP10 EVO 2023,Bullpadel,,2023-08-05T19:29:12.737Z,7.5,6.6,7.5,7.7,7.7,7.8
padelful,https://www.padelful.com/en/rackets/bullpadel-bp10-evo-2024,bullpadel-bp10-evo-2024,Bullpadel BP10 EVO 2024,Bullpadel,,2024-03-04T21:30:46.024Z,7.4,6.7,7.3,7.4,7.5,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-bp10-evo-2025,bullpadel-bp10-evo-2025,Bullpadel BP10 EVO 2025,Bullpadel,,2025-05-20T11:53:03.242Z,7.3,6.5,7.3,7.5,7.4,7.8
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-francia-limited-edition-2023,bullpadel-elite-francia-limited-edition-2023,Bullpadel Elite Francia Limited Edition 2023,Bullpadel,,2023-09-08T18:13:21.790Z,8.5,7.8,7.9,9.5,8.6,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-light-fip-2023,bullpadel-elite-light-fip-2023,Bullpadel Elite Light FIP 2023,Bullpadel,,2023-09-10T14:06:55.900Z,8.1,7.0,7.2,9.3,8.9,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-woman-2023,bullpadel-elite-woman-2023,Bullpadel Elite Woman 2023,Bullpadel,,2023-08-04T19:12:53.941Z,8.4,7.9,7.8,9.3,8.7,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-woman-2024,bullpadel-elite-woman-2024,Bullpadel Elite Woman 2024,Bullpadel,,2023-10-22T18:42:18.355Z,8.5,8.5,8.1,8.9,8.5,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-woman-2025-gemma-triay,bullpadel-elite-woman-2025-gemma-triay,Bullpadel Elite Woman 2025 Gemma Triay,Bullpadel,,2024-10-02T08:15:53.883Z,8.5,8.0,7.8,9.5,8.6,8.7
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-woman-2026-gemma-triay,bullpadel-elite-woman-2026-gemma-triay,Bullpadel Elite Woman 2026 Gemma Triay,Bullpadel,,2025-10-27T11:30:48.130Z,8.5,7.9,8.1,9.6,8.6,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-elite-woman-light-2023,bullpadel-elite-woman-light-2023,Bullpadel Elite Woman Light 2023,Bullpadel,,2023-07-28T12:56:22.528Z,8.1,7.1,7.0,9.5,9.2,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-2022,bullpadel-flow-2022,Bullpadel Flow 2022,Bullpadel,,2022-08-06T19:44:26.188Z,8.5,6.2,7.9,10.0,9.9,8.7
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-brussels-limited-edition-2023,bullpadel-flow-brussels-limited-edition-2023,Bullpadel Flow Brussels Limited Edition 2023,Bullpadel,,2023-09-08T18:29:19.221Z,8.4,8.7,8.1,9.4,8.0,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-legend-2026-alejandra-salazar,bullpadel-flow-legend-2026-alejandra-salazar,Bullpadel Flow Legend 2026 Alejandra Salazar,Bullpadel,,2025-10-27T11:18:52.101Z,8.3,7.7,7.9,9.3,8.4,8.1
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-light-2022,bullpadel-flow-light-2022,Bullpadel Flow Light 2022,Bullpadel,,2022-08-07T10:54:51.852Z,7.4,5.2,7.1,8.4,8.8,7.5
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-light-2024,bullpadel-flow-light-2024,Bullpadel Flow Light 2024,Bullpadel,,2024-03-04T21:44:03.187Z,7.6,5.2,7.6,8.4,9.0,7.6
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-light-2025,bullpadel-flow-light-2025,Bullpadel Flow Light 2025,Bullpadel,,2025-05-19T16:46:10.518Z,7.5,5.1,7.4,8.4,9.0,7.6
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-light-w-2023,bullpadel-flow-light-w-2023,Bullpadel Flow Light W 2023,Bullpadel,,2023-08-07T14:59:59.341Z,7.5,4.9,7.4,8.6,8.9,7.5
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-woman-2023,bullpadel-flow-woman-2023,Bullpadel Flow Woman 2023,Bullpadel,,2023-08-07T13:03:20.038Z,8.4,8.7,7.9,9.5,8.1,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-woman-2024,bullpadel-flow-woman-2024,Bullpadel Flow Woman 2024,Bullpadel,,2023-10-22T18:46:31.505Z,8.4,7.5,8.0,9.5,8.6,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-flow-woman-2025-ale-salazar,bullpadel-flow-woman-2025-ale-salazar,Bullpadel Flow Woman 2025 Ale Salazar,Bullpadel,,2024-10-02T05:37:45.797Z,8.3,7.4,8.0,9.3,8.5,8.1
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-02-prf-2024,bullpadel-hack-02-prf-2024,Bullpadel Hack 02 PRF 2024,Bullpadel,,2024-03-04T21:47:18.701Z,7.7,6.0,7.4,8.8,8.7,7.4
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-2022,bullpadel-hack-03-2022,Bullpadel Hack 03 2022,Bullpadel,,2022-08-01T21:14:18.780Z,8.7,10.0,9.4,8.1,7.9,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-2023,bullpadel-hack-03-2023,Bullpadel Hack 03 2023,Bullpadel,,2023-08-07T11:25:41.316Z,8.6,10.0,9.6,7.9,7.8,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-2024,bullpadel-hack-03-2024,Bullpadel Hack 03 2024,Bullpadel,,2023-10-22T18:07:12.242Z,8.7,9.9,9.6,7.9,7.9,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-comfort-2022,bullpadel-hack-03-comfort-2022,Bullpadel Hack 03 Comfort 2022,Bullpadel,,2022-08-05T20:18:22.823Z,8.2,7.4,7.4,10.0,8.1,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-comfort-2023,bullpadel-hack-03-comfort-2023,Bullpadel Hack 03 Comfort 2023,Bullpadel,,2023-08-04T18:44:21.761Z,8.2,7.6,7.5,10.0,7.8,8.2
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-comfort-2024,bullpadel-hack-03-comfort-2024,Bullpadel Hack 03 Comfort 2024,Bullpadel,,2023-10-22T18:39:34.165Z,8.4,8.5,7.4,9.7,8.1,8.1
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-comfort-brussels-limited-edition-2023,bullpadel-hack-03-comfort-brussels-limited-edition-2023,Bullpadel Hack 03 Comfort Brussels Limited Edition 2023,Bullpadel,,2023-09-08T18:30:19.948Z,8.2,7.6,7.4,10.0,8.0,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-comfort-copenhague-limited-edition-2023,bullpadel-hack-03-comfort-copenhague-limited-edition-2023,Bullpadel Hack 03 Comfort Copenhague Limited Edition 2023,Bullpadel,,2023-09-10T14:02:00.555Z,8.1,7.4,7.7,9.9,7.9,7.8
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-control-2023,bullpadel-hack-03-control-2023,Bullpadel Hack 03 Control 2023,Bullpadel,,2023-08-06T20:14:43.003Z,8.6,8.1,10.0,7.5,8.9,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-ctr-2022,bullpadel-hack-03-ctr-2022,Bullpadel Hack 03 CTR 2022,Bullpadel,,2022-08-07T14:53:58.324Z,8.5,7.9,10.0,7.4,8.9,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-fip-paquito-navarro-2023,bullpadel-hack-03-fip-paquito-navarro-2023,Bullpadel Hack 03 FIP Paquito Navarro 2023,Bullpadel,,2023-09-10T13:47:56.994Z,8.7,10.0,9.4,7.8,8.1,8.2
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-hybrid-2024,bullpadel-hack-03-hybrid-2024,Bullpadel Hack 03 Hybrid 2024,Bullpadel,,2023-11-06T16:55:30.646Z,8.6,8.7,9.0,8.1,8.7,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-03-master-final-2023,bullpadel-hack-03-master-final-2023,Bullpadel Hack 03 Master Final 2023,Bullpadel,,2023-09-08T18:15:34.156Z,8.7,9.8,9.4,8.1,8.1,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-2025-paquito-navarro,bullpadel-hack-04-2025-paquito-navarro,Bullpadel Hack 04 2025 Paquito Navarro,Bullpadel,,2024-10-02T05:39:23.055Z,8.6,9.9,9.0,8.0,8.3,7.9
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-2026-paquito-navarro,bullpadel-hack-04-2026-paquito-navarro,Bullpadel Hack 04 2026 Paquito Navarro,Bullpadel,,2025-10-27T11:05:24.941Z,8.7,10.0,8.9,8.1,8.4,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-comfort-2026,bullpadel-hack-04-comfort-2026,Bullpadel Hack 04 Comfort 2026,Bullpadel,,2025-10-27T11:11:54.321Z,8.4,8.4,8.0,8.9,8.7,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-hybrid-2025,bullpadel-hack-04-hybrid-2025,Bullpadel Hack 04 Hybrid 2025,Bullpadel,,2024-10-02T05:31:29.836Z,8.6,8.7,9.1,7.8,8.7,8.7
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-hybrid-2026,bullpadel-hack-04-hybrid-2026,Bullpadel Hack 04 Hybrid 2026,Bullpadel,,2025-10-27T11:30:17.520Z,8.4,8.6,8.8,8.0,8.5,8.3
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-04-hybrid-cloud-2026,bullpadel-hack-04-hybrid-cloud-2026,Bullpadel Hack 04 Hybrid Cloud 2026,Bullpadel,,2026-02-12T22:48:37.637Z,8.1,6.3,7.8,9.3,8.5,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-hack-advance-2026,bullpadel-hack-advance-2026,Bullpadel Hack Advance 2026,Bullpadel,,2026-02-12T22:24:51.742Z,7.9,6.2,8.0,9.1,8.1,8.0
padelful,https://www.padelful.com/en/rackets/bullpadel-icon-2026-juan-martin-diaz,bullpadel-icon-2026-juan-martin-diaz,Bullpadel Icon 2026 Juan Martin Diaz,Bullpadel,,2025-10-27T11:03:52.016Z,8.5,9.0,9.1,8.3,8.0,8.2
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-control-2024,bullpadel-indiga-control-2024,Bullpadel Indiga CTR 2023,Bullpadel,,2023-07-28T12:55:24.172Z,7.1,5.9,7.6,7.9,7.1,6.8
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-ctr-2022,bullpadel-indiga-ctr-2022,Bullpadel Indiga CTR 2022,Bullpadel,,2022-08-04T19:48:37.874Z,7.0,5.8,7.4,7.6,7.2,6.9
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-ctr-2023,bullpadel-indiga-ctr-2023,Bullpadel Indiga CTR 2023,Bullpadel,,2023-07-28T12:55:24.172Z,7.1,5.9,7.6,7.9,7.1,6.8
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-ctr-2025,bullpadel-indiga-ctr-2025,Bullpadel Indiga CTR 2025,Bullpadel,,2025-05-19T16:38:19.310Z,7.1,6.0,7.5,8.1,6.8,7.1
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-ctr-2026,bullpadel-indiga-ctr-2026,Bullpadel Indiga CTR 2026,Bullpadel,,2025-10-27T11:32:35.570Z,7.0,5.9,7.4,7.9,7.2,6.8
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-ctrl-fip-2023,bullpadel-indiga-ctrl-fip-2023,Bullpadel Indiga CTRL FIP 2023,Bullpadel,,2023-09-10T13:31:32.461Z,7.1,6.1,7.6,7.8,6.9,7.2
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-power-2024,bullpadel-indiga-power-2024,Bullpadel Indiga Power 2024,Bullpadel,,2024-03-04T21:35:34.392Z,6.9,7.0,7.1,7.8,6.0,6.6
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-power-2025,bullpadel-indiga-power-2025,Bullpadel Indiga Power 2025,Bullpadel,,2025-05-19T19:15:49.990Z,6.9,7.0,7.0,8.0,6.1,6.4
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-pwr-2022,bullpadel-indiga-pwr-2022,Bullpadel Indiga PWR 2022,Bullpadel,,2022-08-07T13:26:07.379Z,6.9,6.9,7.2,7.7,6.2,6.5
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-pwr-2023,bullpadel-indiga-pwr-2023,Bullpadel Indiga PWR 2023,Bullpadel,,2023-08-05T19:31:05.548Z,6.9,6.8,7.2,7.9,6.0,6.6
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-pwr-2026,bullpadel-indiga-pwr-2026,Bullpadel Indiga PWR 2026,Bullpadel,,2025-10-27T11:29:38.271Z,6.9,7.0,7.0,8.1,6.0,6.5
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-w-2022,bullpadel-indiga-w-2022,Bullpadel Indiga W 2022,Bullpadel,,2022-07-31T21:15:15.385Z,7.0,5.2,7.4,8.1,7.3,7.0
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-w-2023,bullpadel-indiga-w-2023,Bullpadel Indiga W 2023,Bullpadel,,2023-08-05T19:37:39.994Z,7.1,5.0,7.3,8.6,7.5,7.1
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-woman-2024,bullpadel-indiga-woman-2024,Bullpadel Indiga Woman 2024,Bullpadel,,2024-03-04T21:29:14.293Z,7.1,5.1,7.4,8.5,7.5,6.9
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-woman-2025,bullpadel-indiga-woman-2025,Bullpadel Indiga Woman 2025,Bullpadel,,2025-05-19T19:13:26.569Z,7.2,5.0,7.6,8.4,7.6,7.2
padelful,https://www.padelful.com/en/rackets/bullpadel-indiga-woman-2026,bullpadel-indiga-woman-2026,Bullpadel Indiga Woman 2026,Bullpadel,,2025-10-27T11:17:03.743Z,7.0,4.9,7.3,8.6,7.4,7.0
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-control-2023,bullpadel-ionic-control-2023,Bullpadel Ionic Control 2023,Bullpadel,,2023-07-31T21:26:54.988Z,7.8,8.1,7.5,8.8,7.0,7.6
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-control-2024,bullpadel-ionic-control-2024,Bullpadel Ionic Control 2024,Bullpadel,,2024-03-04T21:30:00.833Z,8.1,6.6,7.8,8.9,8.7,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-control-2025,bullpadel-ionic-control-2025,Bullpadel Ionic Control 2025,Bullpadel,,2025-05-19T16:33:04.215Z,8.1,6.6,8.0,8.8,8.4,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-control-2026,bullpadel-ionic-control-2026,Bullpadel Ionic Control 2026,Bullpadel,,2025-12-08T12:57:36.181Z,8.1,6.5,7.8,9.1,8.6,8.7
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-ctrl-fip-2023,bullpadel-ionic-ctrl-fip-2023,Bullpadel Ionic CTRL FIP 2023,Bullpadel,,2023-09-10T13:54:47.856Z,8.2,6.7,8.1,8.9,8.6,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-light-2024,bullpadel-ionic-light-2024,Bullpadel Ionic Light 2024,Bullpadel,,2024-03-04T21:39:41.893Z,8.1,6.1,8.2,9.0,9.0,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-light-2025,bullpadel-ionic-light-2025,Bullpadel Ionic Light 2025,Bullpadel,,2025-05-19T16:43:00.606Z,8.1,5.8,8.2,8.8,9.0,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-light-2026,bullpadel-ionic-light-2026,Bullpadel Ionic Light 2026,Bullpadel,,2025-12-08T12:37:34.238Z,8.1,6.5,8.0,9.1,8.6,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-power-2023,bullpadel-ionic-power-2023,Bullpadel Ionic Power 2023,Bullpadel,,2023-08-05T20:05:26.788Z,8.1,6.6,7.9,8.8,8.4,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-power-2024,bullpadel-ionic-power-2024,Bullpadel Ionic Power 2024,Bullpadel,,2024-03-04T21:26:41.339Z,7.8,8.2,7.3,9.0,6.8,7.5
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-power-2025,bullpadel-ionic-power-2025,Bullpadel Ionic Power 2025,Bullpadel,,2025-05-19T19:20:16.584Z,7.8,8.1,7.5,9.1,7.0,7.3
padelful,https://www.padelful.com/en/rackets/bullpadel-ionic-power-2026,bullpadel-ionic-power-2026,Bullpadel Ionic Power 2026,Bullpadel,,2025-12-08T12:55:35.624Z,7.7,7.8,7.3,8.9,6.9,7.5
padelful,https://www.padelful.com/en/rackets/bullpadel-k2-power-2022,bullpadel-k2-power-2022,Bullpadel K2 Power 2022,Bullpadel,,2022-08-07T08:19:18.375Z,7.0,7.6,6.9,8.2,5.8,6.3
padelful,https://www.padelful.com/en/rackets/bullpadel-k2-power-2023,bullpadel-k2-power-2023,Bullpadel K2 Power 2023,Bullpadel,,2023-08-07T14:30:13.573Z,7.1,8.1,6.9,8.1,6.1,6.4
padelful,https://www.padelful.com/en/rackets/bullpadel-k2-power-2024,bullpadel-k2-power-2024,Bullpadel K2 Power 2024,Bullpadel,,2023-03-04T21:34:08.329Z,7.0,7.8,7.1,8.0,5.9,6.4
padelful,https://www.padelful.com/en/rackets/bullpadel-neuron-02-2026-fede-chingotto,bullpadel-neuron-02-2026-fede-chingotto,Bullpadel Neuron 02 2026 Fede Chingotto,Bullpadel,,2025-10-27T11:24:09.716Z,8.6,7.8,9.6,8.1,8.5,9.1
padelful,https://www.padelful.com/en/rackets/bullpadel-neuron-02-cloud-2026,bullpadel-neuron-02-cloud-2026,Bullpadel Neuron 02 Cloud 2026,Bullpadel,,2026-02-12T22:23:23.147Z,8.2,7.1,8.2,9.3,8.1,8.3
padelful,https://www.padelful.com/en/rackets/bullpadel-neuron-02-edge-2026,bullpadel-neuron-02-edge-2026,Bullpadel Neuron 02 Edge 2026,Bullpadel,,2025-10-27T11:09:04.018Z,8.5,8.5,9.5,6.9,8.7,9.0
padelful,https://www.padelful.com/en/rackets/bullpadel-neuron-2024,bullpadel-neuron-2024,Bullpadel Neuron 2024,Bullpadel,,2023-10-22T18:45:46.435Z,8.5,7.4,8.5,9.2,8.5,9.1
padelful,https://www.padelful.com/en/rackets/bullpadel-neuron-2025-fede-chingotto,bullpadel-neuron-2025-fede-chingotto,Bullpadel Neuron 2025 Fede Chingotto,Bullpadel,,2024-10-02T14:11:22.358Z,8.5,7.9,9.3,7.8,8.6,9.0
padelful,https://www.padelful.com/en/rackets/bullpadel-pearl-bea-gonzalez-2026,bullpadel-pearl-bea-gonzalez-2026,Bullpadel Pearl Bea Gonzalez 2026,Bullpadel,,2025-10-27T11:04:32.180Z,8.3,8.4,7.4,8.5,8.7,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-raider-pwr,bullpadel-raider-pwr,Bullpadel Raider PWR,Bullpadel,,2023-07-05T04:00:30.000Z,6.2,7.5,5.5,6.7,5.8,5.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-02-carbon-2024,bullpadel-vertex-02-carbon-2024,Bullpadel Vertex 02 Carbon 2024,Bullpadel,,2024-03-04T21:32:26.022Z,8.3,8.2,8.4,8.4,7.9,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-2022,bullpadel-vertex-03-2022,Bullpadel Vertex 03 2022,Bullpadel,,2022-08-07T10:45:46.749Z,8.7,9.0,9.0,9.1,7.9,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-2023,bullpadel-vertex-03-2023,Bullpadel Vertex 03 2023,Bullpadel,,2023-08-07T14:27:50.211Z,8.7,8.9,9.1,9.0,7.8,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-comfort-2022,bullpadel-vertex-03-comfort-2022,Bullpadel Vertex 03 Comfort 2022,Bullpadel,,2022-07-31T20:56:33.534Z,8.3,7.4,8.0,9.7,8.1,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-comfort-2023,bullpadel-vertex-03-comfort-2023,Bullpadel Vertex 03 Comfort 2023,Bullpadel,,2023-08-04T18:35:45.014Z,8.3,7.5,8.2,9.4,8.1,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-control-2023,bullpadel-vertex-03-control-2023,Bullpadel Vertex 03 Control 2023,Bullpadel,,2023-08-08T11:05:39.260Z,8.6,7.4,9.7,8.6,9.1,8.3
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-ctr-2022,bullpadel-vertex-03-ctr-2022,Bullpadel Vertex 03 CTR 2022,Bullpadel,,2022-08-07T11:00:39.486Z,8.6,7.4,9.6,8.5,9.1,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-francia-limited-edition-2023,bullpadel-vertex-03-francia-limited-edition-2023,Bullpadel Vertex 03 Francia Limited Edition 2023,Bullpadel,,2023-10-21T19:20:50.473Z,8.7,9.1,9.0,9.0,8.0,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-woman-2022,bullpadel-vertex-03-woman-2022,Bullpadel Vertex 03 Woman 2022,Bullpadel,,2022-08-04T18:07:49.336Z,8.3,6.4,7.9,9.6,9.0,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-03-woman-2023,bullpadel-vertex-03-woman-2023,Bullpadel Vertex 03 Woman 2023,Bullpadel,,2023-07-31T21:03:26.375Z,8.2,6.3,8.1,9.5,8.9,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-2024,bullpadel-vertex-04-2024,Bullpadel Vertex 04 2024,Bullpadel,,2023-10-22T18:40:18.830Z,8.8,9.1,9.1,8.4,8.1,9.1
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-2025-juan-tello,bullpadel-vertex-04-2025-juan-tello,Bullpadel Vertex 04 2025 Juan Tello,Bullpadel,,2024-10-02T05:40:26.169Z,8.7,8.7,8.9,8.3,8.7,9.1
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-comfort-2024,bullpadel-vertex-04-comfort-2024,Bullpadel Vertex 04 Comfort 2024,Bullpadel,,2023-10-22T19:00:58.609Z,8.3,7.9,7.4,9.6,8.0,8.4
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-hybrid-2025,bullpadel-vertex-04-hybrid-2025,Bullpadel Vertex 04 Hybrid 2025,Bullpadel,,2024-10-02T08:17:23.089Z,8.6,8.1,9.0,8.5,8.7,8.9
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-woman-2024,bullpadel-vertex-04-woman-2024,Bullpadel Vertex 04 Woman 2024,Bullpadel,,2023-10-22T18:09:37.056Z,8.3,7.4,7.7,9.4,8.6,8.5
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-04-woman-2025-delfi-brea,bullpadel-vertex-04-woman-2025-delfi-brea,Bullpadel Vertex 04 Woman 2025 Delfi Brea,Bullpadel,,2024-10-02T08:15:40.775Z,8.4,7.5,7.6,9.5,8.7,8.6
padelful,https://www.padelful.com/en/rackets/bullpadel-vertex-05-2026-juan-tello,bullpadel-vertex-05-2026-juan-tello,Bullpadel Vertex 05 2026 Juan Tello,Bullpadel,,2025-10-27T11:25:47.406Z,8.7,8.6,8.8,8.5,8.4,9.1
