source_portal,source_url,slug,product_id,name,brand,price_eur,score,power,control,comfort,spin,forgiveness,maneuverability,low_speed
extreme-tennis,https://www.extreme-tennis.eu/adidas-padel-racket/22532-adidas-metalbone-team-light-2026-racket.html,22532-adidas-metalbone-team-light-2026-racket,22532,Adidas Metalbone Team Light 2026 Racket,Adidas,174.8,80.3,58,75,92,85,91,78,83
extreme-tennis,https://www.extreme-tennis.eu/adidas-padel-racket/22533-adidas-metalbone-team-2026-racket.html,22533-adidas-metalbone-team-2026-racket,22533,Adidas Metalbone Team 2026 Racket,Adidas,159.84,74.6,77,50,84,88,79,56,88
extreme-tennis,https://www.extreme-tennis.eu/adidas-padel-racket/22534-adidas-metalbone-carbon-2026-racket.html,22534-adidas-metalbone-carbon-2026-racket,22534,Adidas Metalbone Carbon 2026 Racket,Adidas,239.86,70.4,84,78,65,68,67,64,67
extreme-tennis,https://www.extreme-tennis.eu/adidas-padel-racket/22535-adidas-metalbone-carbon-ctrl-2026-racket.html,22535-adidas-metalbone-carbon-ctrl-2026-racket,22535,Adidas Metalbone Carbon Ctrl 2026 Racket,Adidas,239.86,75.7,70,87,75,65,83,75,75
extreme-tennis,https://www.extreme-tennis.eu/adidas-padel-racket/22536-adidas-arrow-hit-2026-racket.html,22536-adidas-arrow-hit-2026-racket,22536,Adidas Arrow Hit 2026 Racket,Adidas,359.8,72.6,82,79,75,68,69,61,74
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22428-head-coello-vibe-2025-pack.html,22428-head-coello-vibe-2025-pack,22428,Head Coello Vibe 2025 Pack,Head,120.0,72.4,69,63,95,42,82,65,91
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/22419-siux-diablo-elite-2026-racket.html,22419-siux-diablo-elite-2026-racket,22419,Siux Diablo Elite 2026 Racket,Siux,239.8,80.3,66,91,77,87,81,88,72
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22291-head-extreme-pro-coello-ltd-2024-racket.html,22291-head-extreme-pro-coello-ltd-2024-racket,22291,Head Extreme Pro Coello LTD 2024 racket,Head,129.8,69.9,95,48,70,78,67,42,89
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22256-head-speed-motion-2023-racket.html,22256-head-speed-motion-2023-racket,22256,Head Speed Motion 2023 Racket,Head,109.8,72.3,73,79,86,42,75,69,82
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22257-head-speed-pro-2023-racket.html,22257-head-speed-pro-2023-racket,22257,Head Speed Pro 2023 Racket,Head,137.15,70.4,77,70,81,42,75,63,85
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22221-nox-ml10-ventus-control-3k-2026-racket.html,22221-nox-ml10-ventus-control-3k-2026-racket,22221,Nox ML10 Ventus Control 3K 2026 racket,Nox,263.8,78.0,68,87,71,95,78,84,63
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22222-nox-vk10-ventus-control-12k-2026-racket.html,22222-nox-vk10-ventus-control-12k-2026-racket,22222,Nox VK10 Ventus Control 12K 2026 racket,Nox,194.0,79.3,59,87,77,95,81,94,62
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22223-nox-vk10-ventus-hybrid-12k-lite-2026-racket.html,22223-nox-vk10-ventus-hybrid-12k-lite-2026-racket,22223,Nox VK10 Ventus Hybrid 12K Lite 2026 racket,Nox,229.8,79.7,61,87,80,95,80,89,66
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22225-nox-ea10-ventus-hybrid-12k-xtreme-2026-racket.html,22225-nox-ea10-ventus-hybrid-12k-xtreme-2026-racket,22225,Nox EA10 Ventus Hybrid 12K Xtreme 2026 racket,Nox,263.8,79.6,66,89,73,97,76,89,67
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22040-head-extreme-pro-2025-racket.html,22040-head-extreme-pro-2025-racket,22040,Head Extreme Pro 2025 racket,Head,219.8,67.3,97,61,54,78,60,48,73
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22041-head-extreme-motion-2025-racket.html,22041-head-extreme-motion-2025-racket,22041,Head Extreme Motion 2025 Racket,Head,215.9,70.9,86,84,60,78,60,63,65
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22042-head-extreme-team-2025-racket.html,22042-head-extreme-team-2025-racket,22042,Head Extreme Team 2025 Racket,Head,159.8,68.1,69,71,79,43,72,69,74
extreme-tennis,https://www.extreme-tennis.eu/oxdog-padel-rackets/21271-oxdog-ultimate-pro-smash-racket.html,21271-oxdog-ultimate-pro-smash-racket,21271,Oxdog Ultimate Pro Smash Racket,Oxdog,299.9,73.6,87,85,55,98,62,67,61
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21771-nox-at10-genius-tapia-ltd-buenos-aires-2025-racket.html,21771-nox-at10-genius-tapia-ltd-buenos-aires-2025-racket,21771,Nox AT10 Genius Tapia LTD Buenos Aires 2025 racket,Nox,319.84,79.0,75,83,74,97,77,74,73
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20125-head-speed-one-2025-racket.html,20125-head-speed-one-2025-racket,20125,Head Speed One 2025 Racket,Head,197.85,71.7,78,87,65,77,64,79,52
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/20735-siux-electra-pro-st4-stupa-padel-racket.html,20735-siux-electra-pro-st4-stupa-padel-racket,20735,Siux Electra Pro ST4 Stupa Padel Racket,Siux,196.3,75.7,85,76,74,87,67,63,78
extreme-tennis,https://www.extreme-tennis.eu/osaka-padel-rackets/21488-osaka-pro-tour-ltd-control-racket.html,21488-osaka-pro-tour-ltd-control-racket,21488,Osaka Pro Tour LTD Control Racket,Osaka,289.85,78.9,69,94,72,95,76,84,62
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22055-bullpadel-flow-legend-26-racket.html,22055-bullpadel-flow-legend-26-racket,22055,Bullpadel Flow Legend 26 racket,Bullpadel,224.86,74.1,65,74,86,68,73,78,75
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22047-bullpadel-vertex-05-hybrid-26-racket.html,22047-bullpadel-vertex-05-hybrid-26-racket,22047,Bullpadel Vertex 05 Hybrid 26 racket,Bullpadel,304.8,77.7,69,81,77,87,77,79,74
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22048-bullpadel-xplo-26-racket.html,22048-bullpadel-xplo-26-racket,22048,Bullpadel XPLO 26 racket,Bullpadel,287.85,71.0,76,82,62,68,68,76,65
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/23336-bullpadel-xplo-premier-padel-26-padel-racket.html,23336-bullpadel-xplo-premier-padel-26-padel-racket,23336,Bullpadel XPLO Premier Padel 26 Padel Racket,Bullpadel,339.8,70.9,75,82,61,68,68,77,65
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22049-bullpadel-xplo-comfort-26-racket.html,22049-bullpadel-xplo-comfort-26-racket,22049,Bullpadel XPLO Comfort 26 racket,Bullpadel,215.84,74.3,73,73,77,78,71,67,81
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22051-bullpadel-vertex-05-woman-26-racket.html,22051-bullpadel-vertex-05-woman-26-racket,22051,Bullpadel Vertex 05 Woman 26 racket,Bullpadel,251.85,75.9,69,70,86,88,69,72,77
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/23306-bullpadel-vertex-05-light-premier-padel-26-padel-racket.html,23306-bullpadel-vertex-05-light-premier-padel-26-padel-racket,23306,Bullpadel Vertex 05 Light Premier Padel 26 Padel Racket,Bullpadel,255.8,75.7,69,68,85,88,71,69,80
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22052-bullpadel-elite-woman-26-racket.html,22052-bullpadel-elite-woman-26-racket,22052,Bullpadel Elite Woman 26 racket,Bullpadel,242.86,75.7,56,72,91,67,81,88,75
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22057-bullpadel-hack-04-comfort-26-racket.html,22057-bullpadel-hack-04-comfort-26-racket,22057,Bullpadel Hack 04 Comfort 26 racket,Bullpadel,224.86,72.7,72,73,78,68,71,69,78
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22058-bullpadel-wonder-26-racket.html,22058-bullpadel-wonder-26-racket,22058,Bullpadel Wonder 26 racket,Bullpadel,239.86,75.6,65,77,87,67,77,77,79
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/21709-bullpadel-pearl-26-racket.html,21709-bullpadel-pearl-26-racket,21709,Bullpadel Pearl 26 racket,Bullpadel,251.86,74.3,60,66,93,68,75,76,82
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22378-head-extreme-one-richard-orlinski-racket.html,22378-head-extreme-one-richard-orlinski-racket,22378,Head Extreme One Richard Orlinski Racket,Head,169.8,68.3,97,59,59,78,62,46,77
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22384-head-extreme-one-richard-orlinski-green-racket.html,22384-head-extreme-one-richard-orlinski-green-racket,22384,Head Extreme One Richard Orlinski Green Racket,Head,169.9,68.3,97,59,59,78,62,46,77
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21322-nox-premium-fr-exclusive-12k-2025-racket.html,21322-nox-premium-fr-exclusive-12k-2025-racket,21322,Nox Premium FR Exclusive 12K 2025 racket,Nox,179.8,75.9,69,82,74,87,71,82,66
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/20135-bullpadel-ionic-power-25-racket.html,20135-bullpadel-ionic-power-25-racket,20135,Bullpadel Ionic Power 25 racket,Bullpadel,129.8,71.9,84,65,74,78,67,57,78
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/20046-wilson-blade-v3-racket.html,20046-wilson-blade-v3-racket,20046,Wilson Blade V3 racket,Wilson,172.05,72.0,88,73,66,77,66,63,71
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/19859-bullpadel-xplo-25-racket.html,19859-bullpadel-xplo-25-racket,19859,Bullpadel XPLO 25 racket,Bullpadel,169.8,73.1,71,84,68,68,70,81,70
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/19968-nox-at10-genius-attack-12k-2025-racket.html,19968-nox-at10-genius-attack-12k-2025-racket,19968,Nox AT10 Genius Attack 12K 2025 racket,Nox,189.45,76.0,77,82,64,98,71,74,66
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/18227-head-radical-pro-racket.html,18227-head-radical-pro-racket,18227,Head Radical Pro Racket,Head,197.85,71.4,72,72,80,42,85,68,81
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/18226-head-radical-motion-racket.html,18226-head-radical-motion-racket,18226,Head Radical Motion Racket,Head,169.85,69.1,76,88,70,42,69,78,61
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/20734-siux-valkyria-elite-racket.html,20734-siux-valkyria-elite-racket,20734,Siux Valkyria Elite Racket,Siux,149.86,72.3,72,70,83,40,85,68,88
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/20612-bullpadel-pearl-25-racket.html,20612-bullpadel-pearl-25-racket,20612,Bullpadel Pearl 25 racket,Bullpadel,199.8,76.6,65,76,82,88,73,79,73
extreme-tennis,https://www.extreme-tennis.eu/dunlop-padel-rackets/20447-dunlop-galactica-pro-ls-2025-racket.html,20447-dunlop-galactica-pro-ls-2025-racket,20447,Dunlop Galactica Pro LS 2025 racket,Dunlop,159.8,76.0,80,88,71,87,68,71,67
extreme-tennis,https://www.extreme-tennis.eu/dunlop-padel-rackets/20446-dunlop-galactica-team-2025-racket.html,20446-dunlop-galactica-team-2025-racket,20446,Dunlop Galactica Team 2025 racket,Dunlop,149.8,77.4,76,77,83,87,76,65,78
extreme-tennis,https://www.extreme-tennis.eu/dunlop-padel-rackets/20444-dunlop-galactica-pro-2025-racket.html,20444-dunlop-galactica-pro-2025-racket,20444,Dunlop Galactica Pro 2025 racket,Dunlop,199.8,73.7,87,84,62,87,66,63,67
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/20414-siux-diablo-elite-4-racket.html,20414-siux-diablo-elite-4-racket,20414,Siux Diablo Elite 4 Racket,Siux,167.85,72.9,66,83,77,52,76,84,72
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20123-head-speed-motion-2025-racket.html,20123-head-speed-motion-2025-racket,20123,Head Speed Motion 2025 Racket,Head,179.8,70.3,78,82,78,42,71,71,70
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19912-head-one-ultralight-white-racket.html,19912-head-one-ultralight-white-racket,19912,Head One Ultralight White Racket,Head,149.86,71.0,58,68,73,85,75,94,44
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19911-head-one-ultralight-black-racket.html,19911-head-one-ultralight-black-racket,19911,Head One Ultralight Black Racket,Head,145.45,71.0,58,68,73,85,75,94,44
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/19733-wilson-blade-pro-v3-racket.html,19733-wilson-blade-pro-v3-racket,19733,Wilson Blade Pro V3 racket,Wilson,199.6,72.1,88,89,59,77,64,66,62
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19708-head-gravity-team-2024-racket.html,19708-head-gravity-team-2024-racket,19708,Head Gravity Team 2024 Racket,Head,127.2,75.6,51,76,99,40,93,84,86
extreme-tennis,https://www.extreme-tennis.eu/pro-kennex-padel-rackets/18196-pro-kennex-kinetic-black-ace-racket.html,18196-pro-kennex-kinetic-black-ace-racket,18196,Pro Kennex Kinetic Black Ace racket,Pro Kennex,237.84,69.9,89,74,58,78,65,56,69
extreme-tennis,https://www.extreme-tennis.eu/tecnifibre-padel-rackets/21285-tecnifibre-curva-soft-racket.html,21285-tecnifibre-curva-soft-racket,21285,Tecnifibre Curva Soft racket,Tecnifibre,159.84,76.6,69,83,89,67,77,74,77
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/20847-siux-fenix-pro-5-racket.html,20847-siux-fenix-pro-5-racket,20847,Siux Fenix Pro 5 Racket,Siux,205.76,68.0,96,67,64,68,59,48,74
extreme-tennis,https://www.extreme-tennis.eu/tecnifibre-padel-rackets/21284-tecnifibre-curva-speed-racket.html,21284-tecnifibre-curva-speed-racket,21284,Tecnifibre Curva Speed racket,Tecnifibre,155.8,73.3,68,80,79,67,70,81,68
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21270-nox-cobalt-quantum-12k-2025-racket.html,21270-nox-cobalt-quantum-12k-2025-racket,21270,Nox Cobalt Quantum 12K 2025 racket,Nox,225.85,76.9,82,84,68,97,68,68,71
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21269-nox-carbon-quantum-12k-2025-racket.html,21269-nox-carbon-quantum-12k-2025-racket,21269,Nox Carbon Quantum 12K 2025 racket,Nox,225.85,75.6,82,80,70,98,64,65,70
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21160-nox-future-control-12k-alum-2025-racket.html,21160-nox-future-control-12k-alum-2025-racket,21160,Nox Future Control 12K Alum 2025 racket,Nox,174.84,74.4,76,90,68,75,71,77,64
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21159-nox-future-hybrid-12k-alum-2025-racket.html,21159-nox-future-hybrid-12k-alum-2025-racket,21159,Nox Future Hybrid 12K Alum 2025 racket,Nox,174.84,73.3,83,75,72,77,65,66,75
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/21158-nox-future-attack-12k-alum-2025-racket.html,21158-nox-future-attack-12k-alum-2025-racket,21158,Nox Future Attack 12K Alum 2025 racket,Nox,174.84,69.1,90,60,66,78,59,55,76
extreme-tennis,https://www.extreme-tennis.eu/oxdog-padel-rackets/20749-oxdog-ultimate-pro-2025-racket.html,20749-oxdog-ultimate-pro-2025-racket,20749,Oxdog Ultimate Pro 2025 Racket,Oxdog,285.45,69.9,88,83,53,78,62,64,61
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20715-head-coello-vibe-2025-racket.html,20715-head-coello-vibe-2025-racket,20715,Head Coello Vibe 2025 Racket,Head,109.85,72.3,69,62,95,42,82,65,91
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/20678-bullpadel-icon-25-racket.html,20678-bullpadel-icon-25-racket,20678,Bullpadel Icon 25 racket,Bullpadel,177.8,72.1,77,88,64,68,68,76,64
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20547-head-vibe-2025-racket.html,20547-head-vibe-2025-racket,20547,Head Vibe 2025 Racket,Head,79.85,73.0,67,69,96,42,80,73,84
extreme-tennis,https://www.extreme-tennis.eu/dunlop-padel-rackets/20445-dunlop-galactica-lite-2025-racket.html,20445-dunlop-galactica-lite-2025-racket,20445,Dunlop Galactica Lite 2025 racket,Dunlop,179.8,77.3,73,92,73,87,72,80,64
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20122-head-speed-team-2025-racket.html,20122-head-speed-team-2025-racket,20122,Head Speed Team 2025 Racket,Head,149.8,71.7,69,76,84,42,80,73,78
extreme-tennis,https://www.extreme-tennis.eu/siux-padel-rackets/20737-siux-valkyria-pro-racket.html,20737-siux-valkyria-pro-racket,20737,Siux Valkyria Pro Racket,Siux,257.9,72.3,66,86,76,40,82,82,74
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20126-head-speed-one-x-2025-racket.html,20126-head-speed-one-x-2025-racket,20126,Head Speed One X 2025 Racket,Head,212.0,72.4,85,89,61,77,64,69,62
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19707-head-gravity-motion-2024-racket.html,19707-head-gravity-motion-2024-racket,19707,Head Gravity Motion 2024 Racket,Head,159.84,80.6,55,76,95,85,91,84,78
extreme-tennis,https://www.extreme-tennis.eu/pro-kennex-padel-rackets/18199-pro-kennex-kinetic-focus-racket.html,18199-pro-kennex-kinetic-focus-racket,18199,Pro Kennex Kinetic Focus racket,Pro Kennex,205.84,71.4,78,66,77,68,69,65,77
extreme-tennis,https://www.extreme-tennis.eu/pro-kennex-padel-rackets/18198-pro-kennex-kinetic-legend-pro-racket.html,18198-pro-kennex-kinetic-legend-pro-racket,18198,Pro Kennex Kinetic Legend Pro racket,Pro Kennex,188.85,74.4,78,90,68,65,81,73,66
extreme-tennis,https://www.extreme-tennis.eu/pro-kennex-padel-rackets/18197-pro-kennex-kinetic-focus-pro-racket.html,18197-pro-kennex-kinetic-focus-pro-racket,18197,Pro Kennex Kinetic Focus Pro racket,Pro Kennex,205.84,65.9,97,62,53,68,63,50,68
extreme-tennis,https://www.extreme-tennis.eu/oxdog-padel-rackets/20756-oxdog-ultimate-court-2025-tennis-racket.html,20756-oxdog-ultimate-court-2025-tennis-racket,20756,Oxdog Ultimate Court 2025 Tennis Racket,Oxdog,129.9,76.0,80,75,71,98,70,64,74
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20702-head-coello-pro-2025-racket.html,20702-head-coello-pro-2025-racket,20702,Head Coello Pro 2025 Racket,Head,209.8,69.9,95,48,70,78,67,42,89
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20711-head-coello-team-2025-racket.html,20711-head-coello-team-2025-racket,20711,Head Coello Team 2025 Racket,Head,149.8,68.1,79,55,85,43,73,56,86
extreme-tennis,https://www.extreme-tennis.eu/tecnifibre-padel-rackets/21282-tecnifibre-curva-power-racket.html,21282-tecnifibre-curva-power-racket,21282,Tecnifibre Curva Power racket,Tecnifibre,199.85,72.0,76,79,71,68,73,71,66
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22217-nox-equation-hard-advanced-2026-racket.html,22217-nox-equation-hard-advanced-2026-racket,22217,Nox Equation Hard Advanced 2026 racket,Nox,111.85,80.9,61,86,83,95,86,82,73
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22218-nox-equation-soft-advanced-2026-racket.html,22218-nox-equation-soft-advanced-2026-racket,22218,Nox Equation Soft Advanced 2026 racket,Nox,112.4,82.9,57,83,92,95,94,81,78
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22219-nox-at10-pro-cup-hard-2026-racket.html,22219-nox-at10-pro-cup-hard-2026-racket,22219,Nox AT10 Pro Cup Hard 2026 racket,Nox,141.45,80.3,60,78,84,95,88,80,77
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22220-nox-at10-pro-cup-soft-2026-racket.html,22220-nox-at10-pro-cup-soft-2026-racket,22220,Nox AT10 Pro Cup Soft 2026 racket,Nox,179.85,81.6,59,78,88,95,93,81,77
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19709-head-gravity-team-light-2024-racket.html,19709-head-gravity-team-light-2024-racket,19709,Head Gravity Team Light 2024 Racket,Head,127.2,70.7,50,59,98,40,89,86,73
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/19581-wilson-blade-ls-v3-racket.html,19581-wilson-blade-ls-v3-racket,19581,Wilson Blade LS V3 racket,Wilson,119.84,78.7,65,76,92,77,87,75,79
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/23145-wilson-optix-v2-power-red-padel-racket.html,23145-wilson-optix-v2-power-red-padel-racket,23145,Wilson Optix V2 Power Red Padel Racket,Wilson,99.8,74.9,67,68,94,52,87,66,90
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/23146-wilson-optix-v2-power-blue-padel-racket.html,23146-wilson-optix-v2-power-blue-padel-racket,23146,Wilson Optix V2 Power Blue Padel Racket,Wilson,119.8,74.9,67,68,94,52,87,66,90
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/23682-wilson-optix-v2-lite-lilac-padel-racket.html,23682-wilson-optix-v2-lite-lilac-padel-racket,23682,Wilson Optix V2 Lite Lilac Padel Racket,Wilson,99.9,75.7,53,69,99,50,93,80,86
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/23745-wilson-optix-v2-lite-padel-racket-white.html,23745-wilson-optix-v2-lite-padel-racket-white,23745,Wilson Optix V2 Lite Padel Racket White,Wilson,99.9,75.7,53,69,99,50,93,80,86
extreme-tennis,https://www.extreme-tennis.eu/oxdog-padel-rackets/20759-oxdog-ultimate-pro-classics-2025-racket.html,20759-oxdog-ultimate-pro-classics-2025-racket,20759,Oxdog Ultimate Pro+ Classics 2025 Racket,Oxdog,299.9,73.3,85,74,63,98,61,61,71
extreme-tennis,https://www.extreme-tennis.eu/oxdog-padel-rackets/20758-oxdog-sense-pro-classics-2025-racket.html,20758-oxdog-sense-pro-classics-2025-racket,20758,Oxdog Sense Pro Classics 2025 Racket,Oxdog,249.9,77.7,75,93,66,95,74,80,61
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20124-head-speed-pro-2025-racket.html,20124-head-speed-pro-2025-racket,20124,Head Speed Pro 2025 Racket,Head,189.8,70.6,81,70,76,52,73,61,81
extreme-tennis,https://www.extreme-tennis.eu/pro-kennex-padel-rackets/18200-pro-kennex-kinetic-legend-racket.html,18200-pro-kennex-kinetic-legend-racket,18200,Pro Kennex Kinetic Legend racket,Pro Kennex,188.85,76.3,64,90,80,65,84,86,65
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20709-head-coello-motion-2025-racket.html,20709-head-coello-motion-2025-racket,20709,Head Coello Motion 2025 Racket,Head,183.17,74.7,74,75,81,78,69,67,79
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/20548-head-evo-speed-2025-racket.html,20548-head-evo-speed-2025-racket,20548,Head Evo Speed 2025 Racket,Head,69.8,72.7,67,70,94,42,84,70,82
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/20899-wilson-defy-pro-v1-racket.html,20899-wilson-defy-pro-v1-racket,20899,Wilson Defy Pro V1 racket,Wilson,219.85,69.6,96,71,50,98,55,57,60
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/20853-wilson-defy-v1-racket.html,20853-wilson-defy-v1-racket,20853,Wilson Defy V1 racket,Wilson,189.86,72.1,81,79,69,78,60,67,71
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/19706-head-gravity-pro-2024-racket.html,19706-head-gravity-pro-2024-racket,19706,Head Gravity Pro 2024 Racket,Head,169.6,80.9,60,77,92,85,88,79,85
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/21432-head-graphene-360-alpha-pwr-racket.html,21432-head-graphene-360-alpha-pwr-racket,21432,Head Graphene 360+ Alpha PWR Racket,Head,102.85,71.3,71,78,80,42,78,72,78
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/21514-wilson-bela-pro-v3-racket.html,21514-wilson-bela-pro-v3-racket,21514,Wilson Bela Pro V3 racket,Wilson,209.8,77.9,78,78,76,97,70,68,78
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/21515-wilson-bela-ls-v3-racket.html,21515-wilson-bela-ls-v3-racket,21515,Wilson Bela LS V3 racket,Wilson,169.8,78.3,73,75,83,97,71,69,80
extreme-tennis,https://www.extreme-tennis.eu/wilson-padel-rackets/21516-wilson-bela-v3-racket.html,21516-wilson-bela-v3-racket,21516,Wilson Bela V3 racket,Wilson,199.8,79.7,69,81,84,97,71,74,82
extreme-tennis,https://www.extreme-tennis.eu/babolat-padel-rackets/21606-babolat-air-origin-racket.html,21606-babolat-air-origin-racket,21606,Babolat Air Origin racket,Babolat,91.5,71.1,48,59,97,42,86,91,75
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/21734-head-vector-2025-racket.html,21734-head-vector-2025-racket,21734,Head Vector 2025 Racket,Head,74.83,73.0,64,66,95,40,91,70,85
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/21763-head-alpha-plus-2025-racket.html,21763-head-alpha-plus-2025-racket,21763,Head Alpha Plus 2025 Racket,Head,102.85,72.0,55,66,95,42,85,83,78
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/21766-head-radial-2025-racket.html,21766-head-radial-2025-racket,21766,Head Radial 2025 Racket,Head,85.75,71.9,71,63,91,40,89,64,85
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22043-head-evo-extreme-2025-racket.html,22043-head-evo-extreme-2025-racket,22043,Head Evo Extreme 2025 Racket,Head,69.8,71.1,70,71,89,42,78,69,79
extreme-tennis,https://www.extreme-tennis.eu/nox-padel-rackets/22160-nox-prestige-20-fr-exclusive-12k-2026-racket.html,22160-nox-prestige-20-fr-exclusive-12k-2026-racket,22160,Nox Prestige 2.0 FR Exclusive 12K 2026 racket,Nox,199.84,76.3,79,82,75,87,69,68,74
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/22216-bullpadel-discover-pwr-racket.html,22216-bullpadel-discover-pwr-racket,22216,Bullpadel Discover PWR racket,Bullpadel,59.85,72.6,62,65,95,43,85,71,87
extreme-tennis,https://www.extreme-tennis.eu/bullpadel-padel-rackets/23591-bullpadel-open-ctr-25-padel-racket.html,23591-bullpadel-open-ctr-25-padel-racket,23591,Bullpadel Open CTR 25 Padel Racket,Bullpadel,54.9,76.3,53,77,97,40,98,86,83
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22190-head-extreme-pwr-padel-racket.html,22190-head-extreme-pwr-padel-racket,22190,Head Extreme PWR padel racket,Head,102.85,70.7,72,68,83,53,73,65,81
extreme-tennis,https://www.extreme-tennis.eu/head-padel-rackets/22293-head-revolt-2025-racket.html,22293-head-revolt-2025-racket,22293,Head Revolt 2025 Racket,Head,75.0,71.0,77,57,87,52,78,59,87
