source_portal,source_url,slug,name,brand,currency,price_low_eur,price_high_eur,overall_rating,power,control,ball_output,maneuverability,sweet_spot,total,feel_es,shape_es,weight_raw
padelzoom,https://padelzoom.es/kuikma-pr990-hybrid-hard/,kuikma-pr990-hybrid-hard,Kuikma PR990 Hybrid Hard,Kuikma,EUR,99.99,,7.9,8.0,8.5,7.0,8.0,8.0,7.9,Medio-Duro,Lágrima,360-380 gramos
padelzoom,https://padelzoom.es/kuikma-pr990-hybrid-soft/,kuikma-pr990-hybrid-soft,Kuikma PR990 Hybrid Soft,Kuikma,EUR,99.99,,7.8,7.0,7.5,8.5,8.0,8.0,7.8,Medio,Lágrima,360-380 gramos
padelzoom,https://padelzoom.es/head-zephyr-2022/,head-zephyr-2022,Head Zephyr 2022,Head,EUR,79.9,79.9,8.0,5.5,7.5,9.0,9.5,8.5,8.0,Medio-Blando,Redonda,335-355 gramos
padelzoom,https://padelzoom.es/head-zephyr-pro-2022/,head-zephyr-pro-2022,Head Zephyr Pro 2022,Head,EUR,98.9,98.9,8.1,6.5,8.5,8.0,9.0,8.5,8.1,Medio,Redonda,355-375 gramos
padelzoom,https://padelzoom.es/head-zephyr-ultra-light-2022/,head-zephyr-ultra-light-2022,Head Zephyr Ultra Light 2022,Head,EUR,60.5,60.5,7.8,5.0,7.0,8.5,10.0,8.5,7.8,Medio-Blando,Redonda,330-350 gramos
