unified_id,canonical_name,brand,year,source_count,reliability_score,source_portals,source_urls_json,aliases_json,slug_canonical,shape,balance,surface,level,feel,weight_raw,image_source_recommended,overall_rating_avg,power_avg,control_avg,comfort_avg,spin_avg,forgiveness_avg,maneuverability_avg,low_speed_avg,rebound_avg,sweet_spot_avg,ball_output_avg,effect_avg,tolerance_avg,total_avg,has_padelful,padelful_url,padelful_name,has_pala-hack,pala-hack_url,pala-hack_name,has_padelzoom,padelzoom_url,padelzoom_name,has_padelreference,padelreference_url,padelreference_name,has_extreme-tennis,extreme-tennis_url,extreme-tennis_name
racket-00099,Adidas Metalbone HRD+ 2026 - Ale Galan,adidas,2026,4,4,padelful|pala-hack|padelzoom|extreme-tennis,"{""padelful"": ""https://www.padelful.com/en/rackets/adidas-metalbone-hrd-2026-ale-galan"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-hrd-35-ale-galan-2026/"", ""padelzoom"": ""https://padelzoom.es/adidas-metalbone-hrd-2026-ale-galan/"", ""extreme-tennis"": ""https://www.extreme-tennis.eu/adidas-padel-racket/22530-adidas-metalbone-hrd-2026-galan-racket.html""}","[""Adidas Metalbone HRD+ 2026 - Ale Galan"", ""Adidas Metalbone HRD+ 2026 Galán Racket"", ""Adidas Metalbone HRD+ 3.5 Ale Galán 2026""]",adidas-metalbone-hrd-2026-ale-galan,Diamond,High,Rough,Advanced,Hard,"345-360 gr +(0-11,2)",padelful,8.783,37.3,24.967,64.0,68.0,64.0,22.667,81.0,8.0,8.05,8.0,,,8.7,1,https://www.padelful.com/en/rackets/adidas-metalbone-hrd-2026-ale-galan,Adidas Metalbone HRD+ 2026 - Ale Galan,1,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-hrd-35-ale-galan-2026/,Adidas Metalbone HRD+ 3.5 Ale Galán 2026,1,https://padelzoom.es/adidas-metalbone-hrd-2026-ale-galan/,Adidas Metalbone HRD+ 2026 - Ale Galan,0,,,1,https://www.extreme-tennis.eu/adidas-padel-racket/22530-adidas-metalbone-hrd-2026-galan-racket.html,Adidas Metalbone HRD+ 2026 Galán Racket
racket-00105,Adidas Metalbone Superlight 2026,adidas,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/adidas-metalbone-superlight-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-superlight-2026/"", ""padelzoom"": ""https://padelzoom.es/adidas-metalbone-superlight-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/adidas-metalbone-superlight-35-2026""}","[""ADIDAS Metalbone Superlight 3.5 2026"", ""Adidas Metalbone Superlight 2026""]",adidas-metalbone-superlight-2026,Round,High,Smooth,Advanced,"Medium, Soft",345-360 gramos,padelreference,7.8,7.225,7.375,8.0,,,8.25,,8.5,7.967,8.5,8.0,8.0,7.8,1,https://www.padelful.com/en/rackets/adidas-metalbone-superlight-2026,Adidas Metalbone Superlight 2026,1,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-superlight-2026/,Adidas Metalbone Superlight 2026,1,https://padelzoom.es/adidas-metalbone-superlight-2026/,Adidas Metalbone Superlight 2026,1,https://www.padelreference.com/en/padel-rackets/p/adidas-metalbone-superlight-35-2026,ADIDAS Metalbone Superlight 3.5 2026,0,,
racket-00128,Adidas RX Series Light 2026,adidas,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/adidas-rx-series-light-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-light-2026/"", ""padelzoom"": ""https://padelzoom.es/adidas-rx-series-light-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/adidas-rx-series-light-2026""}","[""ADIDAS RX Series Light 2026"", ""Adidas RX Series Light 2026"", ""Adidas Rx Series Light 2026""]",adidas-rx-series-light-2026,Round,Medium,Smooth,Intermediate,"Medium, Soft",310-330 gramos,padelreference,7.1,6.35,7.0,9.0,,,7.675,,7.4,7.033,7.5,5.0,6.0,7.1,1,https://www.padelful.com/en/rackets/adidas-rx-series-light-2026,Adidas RX Series Light 2026,1,https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-light-2026/,Adidas Rx Series Light 2026,1,https://padelzoom.es/adidas-rx-series-light-2026/,Adidas RX Series Light 2026,1,https://www.padelreference.com/en/padel-rackets/p/adidas-rx-series-light-2026,ADIDAS RX Series Light 2026,0,,
racket-00130,Adidas RX Series RED 2024,adidas,2024,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/adidas-rx-series-red-2024"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-red-2024/"", ""padelzoom"": ""https://padelzoom.es/adidas-rx-series-red-2024/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/adidas-rx-series-red-2024""}","[""Adidas RX Series RED 2024"", ""Adidas RX Series Red 2024"", ""Adidas Rx Series Red 2024""]",adidas-rx-series-red-2024,Round,Low,Smooth,Intermediate,"Medium, Soft",360-375 gramos,padelreference,7.183,6.562,7.037,9.0,,,7.312,,7.6,7.15,7.625,5.0,9.0,7.225,1,https://www.padelful.com/en/rackets/adidas-rx-series-red-2024,Adidas RX Series RED 2024,1,https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-red-2024/,Adidas Rx Series Red 2024,1,https://padelzoom.es/adidas-rx-series-red-2024/,Adidas RX Series RED 2024,1,https://www.padelreference.com/en/padel-rackets/p/adidas-rx-series-red-2024,Adidas RX Series Red 2024,0,,
racket-01796,Babolat Counter Vertuo 2.6 2026,babolat,2026,4,4,pala-hack|padelzoom|padelreference|extreme-tennis,"{""pala-hack"": ""https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-vertuo-26-2026/"", ""padelzoom"": ""https://padelzoom.es/babolat-counter-vertuo-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/babolat-counter-vertuo-2026-padel-racket"", ""extreme-tennis"": ""https://www.extreme-tennis.eu/babolat-padel-rackets/22820-babolat-counter-vertuo-26-racket.html""}","[""BABOLAT Counter Vertuo 2026"", ""Babolat Counter Vertuo 2.6 2026"", ""Babolat Counter Vertuo 2.6 racket"", ""Babolat Counter Vertuo 2026""]",babolat-counter-vertuo-26-2026,Round,"Low, Medium",Rough,Intermediate,Soft,340-360 gramos,padelreference,8.2,22.125,26.438,46.5,65.0,82.0,23.938,76.0,,8.625,8.375,8.0,10.0,8.2,0,,,1,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-vertuo-26-2026/,Babolat Counter Vertuo 2.6 2026,1,https://padelzoom.es/babolat-counter-vertuo-2026/,Babolat Counter Vertuo 2026,1,https://www.padelreference.com/en/padel-rackets/p/babolat-counter-vertuo-2026-padel-racket,BABOLAT Counter Vertuo 2026,1,https://www.extreme-tennis.eu/babolat-padel-rackets/22820-babolat-counter-vertuo-26-racket.html,Babolat Counter Vertuo 2.6 racket
racket-00184,Babolat Counter Vertuo 2025,babolat,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/babolat-counter-vertuo-2025"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-vertuo-2025/"", ""padelzoom"": ""https://padelzoom.es/babolat-counter-vertuo-2025/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/babolat-counter-vertuo-2025-padel-racket""}","[""Babolat Counter Vertuo 2025""]",babolat-counter-vertuo-2025,Round,Medium,Rough,Intermediate,Soft,340-360 gramos,padelreference,8.233,6.412,8.088,8.0,,,8.475,,8.8,8.883,9.125,6.0,9.0,8.3,1,https://www.padelful.com/en/rackets/babolat-counter-vertuo-2025,Babolat Counter Vertuo 2025,1,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-vertuo-2025/,Babolat Counter Vertuo 2025,1,https://padelzoom.es/babolat-counter-vertuo-2025/,Babolat Counter Vertuo 2025,1,https://www.padelreference.com/en/padel-rackets/p/babolat-counter-vertuo-2025-padel-racket,Babolat Counter Vertuo 2025,0,,
racket-00195,Babolat Stima Energy 2023,babolat,2023,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/babolat-stima-energy-2023"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/babolat/babolat-stima-energy-2023/"", ""padelzoom"": ""https://padelzoom.es/babolat-stima-energy-2023/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/babolat-stima-energy""}","[""Babolat Stima Energy"", ""Babolat Stima Energy 2023""]",babolat-stima-energy-2023,Round,Medium,Rough,"Advanced, Intermediate",Medium,325-345 gramos,padelreference,8.383,6.513,8.463,8.0,,,6.812,,8.6,8.95,8.625,9.0,8.0,8.425,1,https://www.padelful.com/en/rackets/babolat-stima-energy-2023,Babolat Stima Energy 2023,1,https://pala-hack.com/en/padel-rackets/babolat/babolat-stima-energy-2023/,Babolat Stima Energy 2023,1,https://padelzoom.es/babolat-stima-energy-2023/,Babolat Stima Energy 2023,1,https://www.padelreference.com/en/padel-rackets/p/babolat-stima-energy,Babolat Stima Energy,0,,
racket-00230,Black Crown Patron Xtrem 2025,black-crown,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/black-crown-patron-xtrem-2025"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/black-crown/black-crown-patron-xtrem-2025/"", ""padelzoom"": ""https://padelzoom.es/black-crown-patron-xtrem-2025/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/black-crown-patron-xtrem-2025""}","[""Black Crown Patron Xtrem 2025""]",black-crown-patron-xtrem-2025,Teardrop,Balanced,Rough,Advanced,Medio-Duro,355-370 gramos,padelreference,7.967,8.037,8.312,7.0,,,7.8,,8.1,7.85,8.125,9.0,7.0,8.0,1,https://www.padelful.com/en/rackets/black-crown-patron-xtrem-2025,Black Crown Patron Xtrem 2025,1,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-patron-xtrem-2025/,Black Crown Patron Xtrem 2025,1,https://padelzoom.es/black-crown-patron-xtrem-2025/,Black Crown Patron Xtrem 2025,1,https://www.padelreference.com/en/padel-rackets/p/black-crown-patron-xtrem-2025,Black Crown Patron Xtrem 2025,0,,
racket-00236,Black Crown Piton 13 2025,black-crown,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/black-crown-piton-13-2025"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-13-2025/"", ""padelzoom"": ""https://padelzoom.es/black-crown-piton-13-2025/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/black-crown-piton-20""}","[""Black Crown Piton 13 2025"", ""Black Crown Piton 2.0 2025""]",black-crown-piton-13-2025,Round,Medium,Rough,Intermediate,Medium,355-370 gramos,padelreference,8.367,6.963,8.713,7.0,,,8.375,,8.3,8.65,8.625,7.0,8.0,8.4,1,https://www.padelful.com/en/rackets/black-crown-piton-13-2025,Black Crown Piton 13 2025,1,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-piton-13-2025/,Black Crown Piton 13 2025,1,https://padelzoom.es/black-crown-piton-13-2025/,Black Crown Piton 13 2025,1,https://www.padelreference.com/en/padel-rackets/p/black-crown-piton-20,Black Crown Piton 2.0 2025,0,,
racket-00256,Black Crown Special Invictus 2025,black-crown,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/black-crown-special-invictus-2025"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/black-crown/black-crown-special-invictus-2025/"", ""padelzoom"": ""https://padelzoom.es/black-crown-special-invictus-2025/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/black-crown-special-invictus-2025""}","[""Black Crown Special Invictus 2025""]",black-crown-special-invictus-2025,Teardrop,Medium,Rough,Advanced,Medium,355-370 gramos,padelreference,8.067,7.487,7.812,8.0,,,7.9,,7.9,8.383,8.125,9.0,6.0,8.1,1,https://www.padelful.com/en/rackets/black-crown-special-invictus-2025,Black Crown Special Invictus 2025,1,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-special-invictus-2025/,Black Crown Special Invictus 2025,1,https://padelzoom.es/black-crown-special-invictus-2025/,Black Crown Special Invictus 2025,1,https://www.padelreference.com/en/padel-rackets/p/black-crown-special-invictus-2025,Black Crown Special Invictus 2025,0,,
racket-00261,Black Crown Win Carbon 2025,black-crown,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/black-crown-win-carbon-2025"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/black-crown/black-crown-win-carbon-2025/"", ""padelzoom"": ""https://padelzoom.es/black-crown-win-carbon-2025/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/black-crown-win-carbon-2025""}","[""Black Crown Win Carbon 2025""]",black-crown-win-carbon-2025,Round,Low,Smooth,Intermediate,Soft,355-370 gramos,padelreference,7.167,6.412,7.938,7.0,,,7.0,,7.4,7.117,7.625,5.0,8.0,7.2,1,https://www.padelful.com/en/rackets/black-crown-win-carbon-2025,Black Crown Win Carbon 2025,1,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-win-carbon-2025/,Black Crown Win Carbon 2025,1,https://padelzoom.es/black-crown-win-carbon-2025/,Black Crown Win Carbon 2025,1,https://www.padelreference.com/en/padel-rackets/p/black-crown-win-carbon-2025,Black Crown Win Carbon 2025,0,,
racket-00299,Bullpadel Hack 04 2025 Paquito Navarro,bullpadel,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-hack-04-2025-paquito-navarro"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-paquito-navarro-2025/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-hack-04-2025-paquito-navarro/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-25""}","[""Bullpadel Hack 04 2025"", ""Bullpadel Hack 04 2025 Paquito Navarro"", ""Bullpadel Hack 04 Paquito Navarro 2025""]",bullpadel-hack-04-2025-paquito-navarro,Diamond,High,Rough,Advanced,Medium,365-375 gramos,padelreference,8.683,9.967,8.667,7.0,,,7.933,,8.0,7.95,8.0,9.0,7.0,8.7,1,https://www.padelful.com/en/rackets/bullpadel-hack-04-2025-paquito-navarro,Bullpadel Hack 04 2025 Paquito Navarro,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-paquito-navarro-2025/,Bullpadel Hack 04 Paquito Navarro 2025,1,https://padelzoom.es/bullpadel-hack-04-2025-paquito-navarro/,Bullpadel Hack 04 2025 Paquito Navarro,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-25,Bullpadel Hack 04 2025,0,,
racket-00300,Bullpadel Hack 04 2026 Paquito Navarro,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-hack-04-2026-paquito-navarro"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-paquito-navarro-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-hack-04-2026-paquito-navarro/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-26""}","[""Bullpadel Hack 04 2026"", ""Bullpadel Hack 04 2026 Paquito Navarro"", ""Bullpadel Hack 04 Paquito Navarro 2026""]",bullpadel-hack-04-2026-paquito-navarro,Diamond,"High, Medium",Rough,Advanced,"Hard, Medium",365-375 gramos,padelreference,8.767,10.0,8.633,7.0,,,7.967,,8.1,8.0,8.0,9.0,7.0,8.7,1,https://www.padelful.com/en/rackets/bullpadel-hack-04-2026-paquito-navarro,Bullpadel Hack 04 2026 Paquito Navarro,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-paquito-navarro-2026/,Bullpadel Hack 04 Paquito Navarro 2026,1,https://padelzoom.es/bullpadel-hack-04-2026-paquito-navarro/,Bullpadel Hack 04 2026 Paquito Navarro,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-26,Bullpadel Hack 04 2026,0,,
racket-00301,Bullpadel Hack 04 Comfort 2026,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-hack-04-comfort-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-comfort-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-hack-04-comfort-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-comfort-2026""}","[""Bullpadel Hack 04 Comfort 2026""]",bullpadel-hack-04-comfort-2026,Diamond,High,Rough,Advanced,"Medium, Soft",360-370 gramos,padelreference,8.483,7.967,8.0,9.0,,,8.067,,8.9,8.0,9.0,7.0,7.0,8.4,1,https://www.padelful.com/en/rackets/bullpadel-hack-04-comfort-2026,Bullpadel Hack 04 Comfort 2026,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-comfort-2026/,Bullpadel Hack 04 Comfort 2026,1,https://padelzoom.es/bullpadel-hack-04-comfort-2026/,Bullpadel Hack 04 Comfort 2026,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-comfort-2026,Bullpadel Hack 04 Comfort 2026,0,,
racket-00303,Bullpadel Hack 04 Hybrid 2026,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-hack-04-hybrid-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-hybrid-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-hack-04-hybrid-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-hybrid-2026""}","[""Bullpadel Hack 04 Hybrid 2026""]",bullpadel-hack-04-hybrid-2026,Teardrop,Medium,Rough,Advanced,"Medium, Soft",365-375 gramos,padelreference,8.55,8.7,8.933,7.0,,,8.0,,8.0,8.4,8.0,8.0,8.0,8.5,1,https://www.padelful.com/en/rackets/bullpadel-hack-04-hybrid-2026,Bullpadel Hack 04 Hybrid 2026,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-hack-04-hybrid-2026/,Bullpadel Hack 04 Hybrid 2026,1,https://padelzoom.es/bullpadel-hack-04-hybrid-2026/,Bullpadel Hack 04 Hybrid 2026,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-hack-04-hybrid-2026,Bullpadel Hack 04 Hybrid 2026,0,,
racket-00324,Bullpadel Ionic Control 2024,bullpadel,2024,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-ionic-control-2024"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-ionic-ctr-2024/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-ionic-control-2024/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-ionic-control-2024""}","[""Bullpadel Ionic CTR 2024"", ""Bullpadel Ionic Control 2024""]",bullpadel-ionic-control-2024,Round,Low,Rough,"Advanced, Intermediate","Medium, Soft",365-375 gramos,padelreference,8.183,6.463,7.763,9.0,,,8.738,,8.9,8.55,9.125,7.0,9.0,8.225,1,https://www.padelful.com/en/rackets/bullpadel-ionic-control-2024,Bullpadel Ionic Control 2024,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-ionic-ctr-2024/,Bullpadel Ionic CTR 2024,1,https://padelzoom.es/bullpadel-ionic-control-2024/,Bullpadel Ionic Control 2024,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-ionic-control-2024,Bullpadel Ionic Control 2024,0,,
racket-00338,Bullpadel Neuron 02 2026 Fede Chingotto,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-neuron-02-2026-fede-chingotto"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-neuron-02-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-neuron-02-2026-fede-chingotto/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-neuron-02-2026""}","[""Bullpadel Neuron 02 2026 Fede Chingotto"", ""Bullpadel Neuron 02 26"", ""Bullpadel Neuron 02 Fede Chingotto 2026""]",bullpadel-neuron-02-2026-fede-chingotto,Teardrop,Medium,Rough,Advanced,"Hard, Medium",365-375 gramos,padelreference,8.683,7.933,9.367,7.0,,,8.0,,8.1,9.05,8.0,5.0,7.0,8.6,1,https://www.padelful.com/en/rackets/bullpadel-neuron-02-2026-fede-chingotto,Bullpadel Neuron 02 2026 Fede Chingotto,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-neuron-02-2026/,Bullpadel Neuron 02 Fede Chingotto 2026,1,https://padelzoom.es/bullpadel-neuron-02-2026-fede-chingotto/,Bullpadel Neuron 02 2026 Fede Chingotto,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-neuron-02-2026,Bullpadel Neuron 02 26,0,,
racket-00340,Bullpadel Neuron 02 Edge 2026,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-neuron-02-edge-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-neuron-02-edge-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-neuron-02-edge-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-neuron-02-edge-2026""}","[""BULLPADEL Neuron 02 Edge 2026"", ""Bullpadel Neuron 02 Edge 2026""]",bullpadel-neuron-02-edge-2026,Diamond,High,Rough,Advanced,Hard,365-375 gramos,padelreference,8.583,8.667,9.333,8.0,,,8.4,,6.9,9.0,7.0,7.0,7.0,8.5,1,https://www.padelful.com/en/rackets/bullpadel-neuron-02-edge-2026,Bullpadel Neuron 02 Edge 2026,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-neuron-02-edge-2026/,Bullpadel Neuron 02 Edge 2026,1,https://padelzoom.es/bullpadel-neuron-02-edge-2026/,Bullpadel Neuron 02 Edge 2026,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-neuron-02-edge-2026,BULLPADEL Neuron 02 Edge 2026,0,,
racket-00360,Bullpadel Vertex 04 Woman 2025 Delfi Brea,bullpadel,2025,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-vertex-04-woman-2025-delfi-brea"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-premier-w-2025/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-vertex-04-woman-2025-delfi-brea/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-04-w-2025-pack""}","[""Bullpadel Vertex 04 Premier W 2025"", ""Bullpadel Vertex 04 W 2025 Pack"", ""Bullpadel Vertex 04 Woman 2025 Delfi Brea""]",bullpadel-vertex-04-woman-2025-delfi-brea,Diamond,High,Rough,Advanced,Medium,365-375 gramos,padelreference,8.4,8.062,7.4,8.0,,,8.05,,9.5,8.617,9.25,9.0,7.0,8.4,1,https://www.padelful.com/en/rackets/bullpadel-vertex-04-woman-2025-delfi-brea,Bullpadel Vertex 04 Woman 2025 Delfi Brea,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-04-premier-w-2025/,Bullpadel Vertex 04 Premier W 2025,1,https://padelzoom.es/bullpadel-vertex-04-woman-2025-delfi-brea/,Bullpadel Vertex 04 Woman 2025 Delfi Brea,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-04-w-2025-pack,Bullpadel Vertex 04 W 2025 Pack,0,,
racket-00361,Bullpadel Vertex 05 2026 Juan Tello,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-vertex-05-2026-juan-tello"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-05-juan-tello-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-vertex-05-2026-juan-tello/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-05-2026""}","[""Bullpadel Vertex 05 2026"", ""Bullpadel Vertex 05 2026 Juan Tello"", ""Bullpadel Vertex 05 Juan Tello 2026""]",bullpadel-vertex-05-2026-juan-tello,Diamond,High,Rough,Advanced,"Hard, Medium",365-375 gramos,padelreference,8.783,9.033,8.6,7.0,,,8.3,,8.5,9.05,8.5,8.0,8.0,8.7,1,https://www.padelful.com/en/rackets/bullpadel-vertex-05-2026-juan-tello,Bullpadel Vertex 05 2026 Juan Tello,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-05-juan-tello-2026/,Bullpadel Vertex 05 Juan Tello 2026,1,https://padelzoom.es/bullpadel-vertex-05-2026-juan-tello/,Bullpadel Vertex 05 2026 Juan Tello,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-05-2026,Bullpadel Vertex 05 2026,0,,
racket-00364,Bullpadel Vertex 05 Hybrid 2026,bullpadel,2026,4,4,padelful|pala-hack|padelzoom|padelreference,"{""padelful"": ""https://www.padelful.com/en/rackets/bullpadel-vertex-05-hybrid-2026"", ""pala-hack"": ""https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-05-hybrid-2026/"", ""padelzoom"": ""https://padelzoom.es/bullpadel-vertex-05-hybrid-2026/"", ""padelreference"": ""https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-05-hybrid-2026""}","[""Bullpadel Vertex 05 Hybrid 2026""]",bullpadel-vertex-05-hybrid-2026,Teardrop,Medium,Rough,Advanced,Medium,365-375 gramos,padelreference,8.717,8.367,9.033,8.0,,,8.033,,8.6,9.05,8.5,8.0,8.0,8.6,1,https://www.padelful.com/en/rackets/bullpadel-vertex-05-hybrid-2026,Bullpadel Vertex 05 Hybrid 2026,1,https://pala-hack.com/en/padel-rackets/bullpadel/bullpadel-vertex-05-hybrid-2026/,Bullpadel Vertex 05 Hybrid 2026,1,https://padelzoom.es/bullpadel-vertex-05-hybrid-2026/,Bullpadel Vertex 05 Hybrid 2026,1,https://www.padelreference.com/en/padel-rackets/p/bullpadel-vertex-05-hybrid-2026,Bullpadel Vertex 05 Hybrid 2026,0,,
